state	year	county	precinct	cd	g2012_USP_rv	g2012_USP_dv	g2012_USP_tv	g2012_USH_rv	g2012_USH_dv	g2012_USH_tv
"IA"	2012	"Jackson"	"Senior Citizen Building - Pct 12 - 1st Ward Maquoketa City"	1	143	354	503	128	352	484
"IA"	2012	"Jackson"	"Skilled Unit Hospital Lobby - Pct 13 -2nd Ward Maquoketa City"	1	151	326	482	127	314	453
"IA"	2012	"Jackson"	"Springbrook City Hall - Pct 8"	1	154	228	392	127	240	377
"IA"	2012	"Jackson"	"St. Donatus City Hall - Pct 2"	1	317	252	579	291	273	567
"IA"	2012	"Jackson"	"St. Lawrence Community Hall - Pct 4"	1	219	331	561	203	339	545
"IA"	2012	"Jasper"	"CLEAR CREEK/POWESHIEK"	2	481	443	945	439	447	921
"IA"	2012	"Jasper"	"COLFAX WARD 1"	2	93	197	295	90	183	282
"IA"	2012	"Jasper"	"COLFAX WARD 2"	2	150	248	405	149	233	391
"IA"	2012	"Jasper"	"COLFAX WARD 3"	2	102	237	350	100	229	343
"IA"	2012	"Jasper"	"DES MOINES"	2	666	558	1258	619	572	1228
"IA"	2012	"Jasper"	"ELK CREEK/LYNNGROVE"	2	1029	228	1279	988	243	1252
"IA"	2012	"Jasper"	"FAIRVIEW"	2	656	651	1331	635	630	1299
"IA"	2012	"Jasper"	"HG/K/RC/BV/RL"	2	1011	849	1896	938	849	1842
"IA"	2012	"Jasper"	"INDEP/MALAKA/MARIPOSA"	2	525	627	1171	476	623	1132
"IA"	2012	"Jasper"	"MOUND PRAIRIE/WASHINGTON"	2	349	352	713	331	358	696
"IA"	2012	"Jasper"	"NEWTON 1-1"	2	332	687	1041	325	638	1003
"IA"	2012	"Jasper"	"NEWTON 1-2"	2	265	538	818	235	529	795
"IA"	2012	"Jasper"	"NEWTON 2-1"	2	389	723	1133	365	681	1084
"IA"	2012	"Jasper"	"NEWTON 2-2"	2	375	471	865	352	463	836
"IA"	2012	"Jasper"	"NEWTON 3-1"	2	438	691	1141	402	664	1090
"IA"	2012	"Jasper"	"NEWTON 3-2"	2	282	579	882	263	553	848
"IA"	2012	"Jasper"	"NEWTON 4-1"	2	621	733	1371	586	710	1325
"IA"	2012	"Jasper"	"NEWTON 4-2"	2	229	530	783	234	506	761
"IA"	2012	"Jasper"	"NEWTON/SHERMAN"	2	592	637	1253	539	647	1225
"IA"	2012	"Jasper"	"PALO ALTO"	2	292	278	585	262	285	561
"IA"	2012	"Jefferson"	"Blackhawk-Polk-Packwood"	2	279	122	408	256	133	393
"IA"	2012	"Jefferson"	"Buchanan Township"	2	207	143	364	195	151	349
"IA"	2012	"Jefferson"	"Center-Cedar-Maharishi Vedic City"	2	442	614	1085	426	618	1053
"IA"	2012	"Jefferson"	"Fairfield 1st Ward"	2	461	657	1147	464	640	1115
"IA"	2012	"Jefferson"	"Fairfield 2nd Ward"	2	121	918	1100	115	900	1042
"IA"	2012	"Jefferson"	"Fairfield 3rd Ward"	2	248	402	687	241	386	641
"IA"	2012	"Jefferson"	"Fairfield 4th Ward"	2	230	754	1026	216	735	971
"IA"	2012	"Jefferson"	"Fairfield 5th Ward"	2	457	583	1071	447	582	1038
"IA"	2012	"Jefferson"	"Liberty-Des Moines-Libertyville"	2	352	152	515	319	172	497
"IA"	2012	"Jefferson"	"Locust Grove-Batavia"	2	179	165	354	169	160	344
"IA"	2012	"Jefferson"	"Penn-Pleasant Plain"	2	136	92	231	120	95	217
"IA"	2012	"Jefferson"	"Walnut-Lockridge-Round Prairie-Lockridge City-Coppock"	2	324	196	542	313	212	532
"IA"	2012	"Johnson"	"BIG GROVE TOWNSHIP"	2	551	555	1117	496	588	1095
"IA"	2012	"Johnson"	"CEDAR TOWNSHIP"	2	151	198	353	130	206	339
"IA"	2012	"Johnson"	"CLEAR CREEK/TIFFIN"	2	477	804	1308	452	784	1251
"IA"	2012	"Johnson"	"CORALVILLE 01"	2	344	1031	1433	335	1010	1374
"IA"	2012	"Johnson"	"CORALVILLE 02"	2	587	972	1600	581	954	1554
"IA"	2012	"Johnson"	"CORALVILLE 03"	2	287	604	902	281	584	873
"IA"	2012	"Johnson"	"CORALVILLE 04"	2	265	996	1302	261	948	1241
"IA"	2012	"Johnson"	"CORALVILLE 05"	2	344	977	1360	322	962	1303
"IA"	2012	"Johnson"	"CORALVILLE 06"	2	752	957	1724	711	966	1685
"IA"	2012	"Johnson"	"CORALVILLE 07"	2	459	1102	1598	441	1092	1547
"IA"	2012	"Johnson"	"FREMONT-LINCOLN (INCLUDES"	2	399	582	997	360	594	971
"IA"	2012	"Johnson"	"GRAHAM TOWNSHIP"	2	107	187	302	103	187	292
"IA"	2012	"Johnson"	"HARDIN TOWNSHIP"	2	145	173	324	133	177	312
"IA"	2012	"Johnson"	"HILLS"	2	140	294	450	137	296	440
"IA"	2012	"Johnson"	"IC 10/ELSW"	2	312	927	1265	299	896	1211
"IA"	2012	"Johnson"	"IC 12/EAST LUCAS SE"	2	314	1184	1530	308	1152	1479
"IA"	2012	"Johnson"	"IOWA CITY 01"	2	535	1361	1919	504	1357	1882
"IA"	2012	"Johnson"	"IOWA CITY 02"	2	531	1228	1796	522	1189	1728
"IA"	2012	"Johnson"	"IOWA CITY 03"	2	565	1000	1614	533	850	1411
"IA"	2012	"Johnson"	"IOWA CITY 04"	2	345	1130	1498	326	1091	1425
"IA"	2012	"Johnson"	"IOWA CITY 05"	2	539	1075	1670	523	892	1446
"IA"	2012	"Johnson"	"IOWA CITY 06"	2	513	1367	1917	486	1354	1858
"IA"	2012	"Johnson"	"IOWA CITY 07"	2	347	872	1243	334	839	1188
"IA"	2012	"Johnson"	"IOWA CITY 08"	2	612	1085	1710	567	1079	1652
"IA"	2012	"Johnson"	"IOWA CITY 09"	2	430	1246	1713	416	1198	1637
"IA"	2012	"Johnson"	"IOWA CITY 11"	2	591	1090	1742	535	936	1501
"IA"	2012	"Johnson"	"IOWA CITY 13"	2	296	1079	1419	295	994	1315
"IA"	2012	"Johnson"	"IOWA CITY 14"	2	259	1219	1512	252	1199	1476
"IA"	2012	"Johnson"	"IOWA CITY 15"	2	247	943	1213	239	924	1180
"IA"	2012	"Johnson"	"IOWA CITY 16"	2	336	1353	1725	327	1337	1680
"IA"	2012	"Johnson"	"IOWA CITY 17"	2	363	1541	1979	355	1509	1889
"IA"	2012	"Johnson"	"IOWA CITY 18"	2	260	1595	1920	261	1563	1854
"IA"	2012	"Johnson"	"IOWA CITY 19"	2	429	994	1489	420	841	1292
"IA"	2012	"Johnson"	"IOWA CITY 20"	2	504	1179	1740	479	1063	1569
"IA"	2012	"Johnson"	"IOWA CITY 21"	2	335	1340	1749	326	1288	1640
"IA"	2012	"Johnson"	"IOWA CITY 22"	2	349	1079	1456	346	994	1358
"IA"	2012	"Johnson"	"IOWA CITY 23"	2	525	1486	2050	489	1482	2001
"IA"	2012	"Johnson"	"IOWA CITY 24"	2	696	1111	1824	652	1099	1764
"IA"	2012	"Johnson"	"JEFFERSON EAST/SHUEYVILLE"	2	841	699	1563	748	745	1511
"IA"	2012	"Johnson"	"JW/MN/SW"	2	702	735	1445	627	783	1422
"IA"	2012	"Johnson"	"LIBERTY-PLEASANT VALLEY"	2	157	223	384	132	240	378
"IA"	2012	"Johnson"	"NEWPORT TOWNSHIP"	2	646	936	1600	603	960	1568
"IA"	2012	"Johnson"	"NL06/MADISON /CCN"	2	787	1102	1932	732	1084	1844
"IA"	2012	"Johnson"	"NORTH LIBERTY 01"	2	502	821	1340	486	782	1289
"IA"	2012	"Johnson"	"NORTH LIBERTY 02"	2	497	849	1360	451	850	1321
"IA"	2012	"Johnson"	"NORTH LIBERTY 03 (PW)"	2	603	890	1522	556	903	1473
"IA"	2012	"Johnson"	"NORTH LIBERTY 04"	2	359	904	1285	338	869	1226
"IA"	2012	"Johnson"	"NORTH LIBERTY 05"	2	459	837	1317	421	806	1240
"IA"	2012	"Johnson"	"OXFORD TOWNSHIP/OXFORD"	2	304	539	855	272	534	826
"IA"	2012	"Johnson"	"PENN/ EAST LUCAS NORTH"	2	715	1223	1961	682	1219	1918
"IA"	2012	"Johnson"	"SCOTT TWP-WEST BRANCH"	2	352	630	1000	333	634	974
"IA"	2012	"Johnson"	"SHARON TOWNSHIP"	2	208	150	364	197	151	352
"IA"	2012	"Johnson"	"SOLON"	2	447	715	1179	397	724	1139
"IA"	2012	"Johnson"	"UNION TOWNSHIP"	2	180	248	433	153	259	418
"IA"	2012	"Johnson"	"UNIVERSITY HEIGHTS"	2	233	531	773	226	513	747
"IA"	2012	"Johnson"	"WASHINGTON TOWNSHIP"	2	262	207	479	266	195	464
"IA"	2012	"Johnson"	"WEST LUCAS TOWNSHIP"	2	203	511	722	187	494	695
"IA"	2012	"Jones"	"ANN-ANAMOSA NORTH/CASS"	1	502	657	1179	475	649	1142
"IA"	2012	"Jones"	"ANS-ANAMOSA SOUTH/JACKSON"	1	673	992	1702	655	956	1656
"IA"	2012	"Jones"	"CGLW-CASTLE GRV/LOV/WAYN"	1	632	566	1218	580	585	1201
"IA"	2012	"Jones"	"FV-FAIRVIEW"	1	570	537	1119	556	523	1101
"IA"	2012	"Jones"	"GF-GREENFIELD"	1	202	197	411	199	202	409
"IA"	2012	"Jones"	"MN1-MONTICELLO 1"	1	186	289	482	192	275	471
"IA"	2012	"Jones"	"MN2-MONTICELLO 2"	1	218	303	534	211	297	521
"IA"	2012	"Jones"	"MN3-MONTICELLO 3"	1	157	290	452	150	276	443
"IA"	2012	"Jones"	"MN4-MONTICELLO 4"	1	225	258	496	213	259	483
"IA"	2012	"Jones"	"OX-OXFORD"	1	152	170	329	137	174	318
"IA"	2012	"Jones"	"RLWS-RICHLAND/WASHINGTON"	1	354	288	653	344	292	643
"IA"	2012	"Jones"	"ROHA-ROME/HALE"	1	308	427	752	307	408	732
"IA"	2012	"Jones"	"SGMC-SC GRV/MADISON/CLAY"	1	354	320	683	333	318	668
"IA"	2012	"Jones"	"WY-WYOMING"	1	188	240	439	187	229	425
"IA"	2012	"Keokuk"	"ADAMS"	2	146	99	249	128	102	231
"IA"	2012	"Keokuk"	"BENTON, STEADY RUN"	2	328	260	601	309	246	574
"IA"	2012	"Keokuk"	"EAST, WEST LANCASTER"	2	107	64	178	97	64	163
"IA"	2012	"Keokuk"	"ENGLISH RIVER, LIBERTY"	2	232	188	433	193	202	412
"IA"	2012	"Keokuk"	"JACKSON"	2	138	123	264	132	110	249
"IA"	2012	"Keokuk"	"LAFAYETTE, CLEAR CREEK"	2	412	348	772	379	342	732
"IA"	2012	"Keokuk"	"PRAIRIE"	2	119	87	211	111	79	194
"IA"	2012	"Keokuk"	"RICHLAND"	2	251	153	416	232	160	397
"IA"	2012	"Keokuk"	"SIG 1"	2	138	120	262	144	102	250
"IA"	2012	"Keokuk"	"SIG 2"	2	132	121	254	115	125	244
"IA"	2012	"Keokuk"	"SIG 3"	2	119	110	233	118	95	215
"IA"	2012	"Keokuk"	"SIG 4"	2	170	119	294	145	130	280
"IA"	2012	"Keokuk"	"SIGOURNEY, PLANK,  VAN BUREN"	2	253	170	434	230	161	401
"IA"	2012	"Keokuk"	"WARREN"	2	96	121	228	90	111	204
"IA"	2012	"Keokuk"	"WHAT CHEER,  WASHINGTON"	2	202	220	437	191	202	406
"IA"	2012	"Kossuth"	"AL1"	4	344	379	736	322	397	728
"IA"	2012	"Kossuth"	"AL2"	4	465	438	908	446	429	890
"IA"	2012	"Kossuth"	"AL3"	4	370	400	780	327	432	775
"IA"	2012	"Kossuth"	"AL4"	4	365	349	730	344	360	721
"IA"	2012	"Kossuth"	"BF, PT                        "	4	303	220	528	286	213	519
"IA"	2012	"Kossuth"	"BT, FT, UN                    "	4	413	382	810	394	371	793
"IA"	2012	"Kossuth"	"CR 1"	4	26	11	37	21	15	36
"IA"	2012	"Kossuth"	"CR 2"	4	124	75	200	106	90	199
"IA"	2012	"Kossuth"	"CR, IV, RV                    "	4	337	246	592	333	248	592
"IA"	2012	"Kossuth"	"EG, GT, HS, SW                "	4	382	175	569	343	209	568
"IA"	2012	"Kossuth"	"GF, WM                        "	4	331	209	549	297	231	540
"IA"	2012	"Kossuth"	"GM, RM                        "	4	328	275	607	302	287	605
"IA"	2012	"Kossuth"	"GW, SN                        "	4	106	68	181	106	66	181
"IA"	2012	"Kossuth"	"HB, LY, LN, SF                "	4	295	180	483	261	200	478
"IA"	2012	"Kossuth"	"IV, PC                        "	4	62	37	100	57	38	100
"IA"	2012	"Kossuth"	"LC"	4	82	38	121	78	38	119
"IA"	2012	"Kossuth"	"LV, SM                        "	4	184	120	313	174	129	312
"IA"	2012	"Kossuth"	"PC"	4	128	38	167	114	48	163
"IA"	2012	"Kossuth"	"PR, WL                        "	4	252	174	435	241	182	429
"IA"	2012	"Kossuth"	"UN"	4	40	36	77	32	43	78
"IA"	2012	"Lee"	"CENTRAL LEE HIGH SCHOOL-C"	2	551	546	1125	480	604	1106
"IA"	2012	"Lee"	"CITY CAR BARN"	2	184	494	692	167	485	671
"IA"	2012	"Lee"	"EVANGELICAL FREE CHURCH"	2	157	432	607	134	444	591
"IA"	2012	"Lee"	"FT MADISON CITY HALL"	2	207	325	552	197	330	536
"IA"	2012	"Lee"	"FT MADISON PUBLIC LIBRARY"	2	311	638	968	280	642	938
"IA"	2012	"Lee"	"GRACE BIBLE CHURCH-GB"	2	877	799	1701	808	853	1692
"IA"	2012	"Lee"	"HAWTHORNE SCHOOL"	2	381	472	869	338	492	847
"IA"	2012	"Lee"	"HERITAGE CENTER A"	2	54	153	215	44	160	214
"IA"	2012	"Lee"	"HERITAGE CENTER B"	2	108	282	405	91	296	396
"IA"	2012	"Lee"	"HILLVIEW VILLAGE"	2	339	702	1052	311	702	1035
"IA"	2012	"Lee"	"HOLY TRINITY HIGH SCHOOL"	2	297	511	830	277	526	818
"IA"	2012	"Lee"	"IVOR FOWLER COMM CENTER-M"	2	475	594	1109	446	607	1078
"IA"	2012	"Lee"	"JACKSON TWP FIRE STATION"	2	524	553	1098	462	600	1084
"IA"	2012	"Lee"	"JIM BAIER FORD"	2	346	360	718	319	366	695
"IA"	2012	"Lee"	"KEOKUK PUBLIC LIBRARY"	2	223	422	672	203	438	658
"IA"	2012	"Lee"	"LEARNING CENTER"	2	338	509	855	295	541	845
"IA"	2012	"Lee"	"MCALEER HALL"	2	328	554	900	308	559	884
"IA"	2012	"Lee"	"PILOT GROVE BANK COMM ROO"	2	678	665	1372	586	726	1336
"IA"	2012	"Lee"	"SOUTH LEE COUNTY COURTHOU"	2	243	350	612	227	367	600
"IA"	2012	"Lee"	"WEST POINT LIBRARY-PR"	2	944	1065	2044	872	1090	1998
"IA"	2012	"Linn"	"CR01 River of Life Ministries"	1	633	824	1495	632	787	1447
"IA"	2012	"Linn"	"CR02 Northbrook Baptist Church"	1	578	821	1427	555	785	1376
"IA"	2012	"Linn"	"CR03 Noelridge Christian Church"	1	506	491	1012	476	489	975
"IA"	2012	"Linn"	"CR04 St Marks Lutheran Church"	1	777	601	1392	737	600	1348
"IA"	2012	"Linn"	"CR05 Mt Zion Missionary Baptist Church"	1	586	914	1534	599	844	1463
"IA"	2012	"Linn"	"CR06 Peace Christian Church"	1	828	848	1709	785	858	1667
"IA"	2012	"Linn"	"CR07 Kirkwood Training Center"	1	330	634	992	314	622	956
"IA"	2012	"Linn"	"CR08 Harding Middle School"	1	514	898	1443	490	887	1404
"IA"	2012	"Linn"	"CR09 St Pius X Catholic Church"	1	457	853	1350	461	822	1314
"IA"	2012	"Linn"	"CR10 Lovely Lane United Methodist Church"	1	909	1047	1984	849	1043	1918
"IA"	2012	"Linn"	"CR11 Community of Christ"	1	1033	734	1775	949	767	1726
"IA"	2012	"Linn"	"CR12 Oakland Church of the Nazarene"	1	1118	967	2104	1020	1017	2050
"IA"	2012	"Linn"	"CR13 Isaac Newton Christian Academy"	1	528	1107	1680	529	1064	1643
"IA"	2012	"Linn"	"CR14 Arthur Elementary School"	1	551	1079	1671	533	1069	1632
"IA"	2012	"Linn"	"CR15 Washington High School"	1	494	738	1259	481	728	1231
"IA"	2012	"Linn"	"CR16 Franklin Middle School"	1	473	1006	1531	473	978	1490
"IA"	2012	"Linn"	"CR17 First Lutheran Church"	1	294	973	1309	284	946	1258
"IA"	2012	"Linn"	"CR18 St James United Methodist Church"	1	409	736	1163	404	690	1129
"IA"	2012	"Linn"	"CR19 Madison Elementary School"	1	720	1160	1919	690	1126	1852
"IA"	2012	"Linn"	"CR20 Holy Redeemer Lutheran Church"	1	727	1100	1856	686	1079	1797
"IA"	2012	"Linn"	"CR21 Immanuel Baptist Church"	1	533	1043	1606	489	1040	1559
"IA"	2012	"Linn"	"CR22 First Presbyterian Church"	1	142	698	866	152	644	823
"IA"	2012	"Linn"	"CR23 Johnson Elementary School"	1	303	1154	1493	299	1107	1444
"IA"	2012	"Linn"	"CR24 Bethany Lutheran Church"	1	843	1035	1905	801	1041	1866
"IA"	2012	"Linn"	"CR25 Calvin Sinclair Presbyterian Church"	1	1036	1269	2339	977	1269	2273
"IA"	2012	"Linn"	"CR26 Grant Wood Elementary School"	1	619	1364	2024	611	1321	1971
"IA"	2012	"Linn"	"CR27 Linn County Day Care"	1	370	961	1369	348	942	1334
"IA"	2012	"Linn"	"CR28 CR First Church of the Nazarene"	1	578	1292	1907	552	1269	1855
"IA"	2012	"Linn"	"CR29 IBEW Local 405"	1	565	1098	1695	525	1096	1645
"IA"	2012	"Linn"	"CR30 Gloria Dei Lutheran Church"	1	597	1157	1790	558	1144	1739
"IA"	2012	"Linn"	"CR31 Cedar Hills Community Church"	1	942	991	1954	885	995	1903
"IA"	2012	"Linn"	"CR32 Calvary Baptist Church"	1	450	1046	1521	444	994	1473
"IA"	2012	"Linn"	"CR33 Taylor Elementary School"	1	370	1177	1583	369	1122	1534
"IA"	2012	"Linn"	"CR34 Linn County Elections Depot"	1	274	1041	1354	276	997	1315
"IA"	2012	"Linn"	"CR35 African-American Historical Museum"	1	257	996	1292	245	950	1254
"IA"	2012	"Linn"	"CR36 St Stephens Lutheran Church"	1	653	1269	1955	621	1226	1909
"IA"	2012	"Linn"	"CR37 Hope Lutheran Church"	1	498	1324	1848	496	1266	1794
"IA"	2012	"Linn"	"CR38 Elks Lodge"	1	423	985	1433	416	940	1397
"IA"	2012	"Linn"	"CR39 Linn County Community Services Building"	1	621	1239	1896	596	1199	1833
"IA"	2012	"Linn"	"CR40 Salem Methodist Church"	1	345	893	1258	339	871	1237
"IA"	2012	"Linn"	"CR41 Moose Lodge"	1	654	1160	1848	643	1108	1782
"IA"	2012	"Linn"	"CR42 Grant Wood AEA"	1	495	707	1224	478	679	1177
"IA"	2012	"Linn"	"CR43 Recreation Center - Kirkwood Community College"	1	300	847	1177	301	801	1128
"IA"	2012	"Linn"	"CR44 Recreation Center - Kirkwood Community College"	1	231	614	870	242	569	833
"IA"	2012	"Linn"	"FAI Fairfax Public Library"	1	642	687	1351	596	703	1319
"IA"	2012	"Linn"	"HIA01 Hope United Church of Christ"	1	817	990	1842	776	970	1779
"IA"	2012	"Linn"	"HIA02 Hiawatha City Hall Comm Center"	1	425	900	1351	429	881	1323
"IA"	2012	"Linn"	"HIA03 Hiawatha City Hall Multi Purpose Rm"	1	247	270	525	238	263	514
"IA"	2012	"Linn"	"HIA04 King of Kings Lutheran Church"	1	120	50	174	118	49	167
"IA"	2012	"Linn"	"MR01 Marion Public Library"	1	425	851	1316	414	825	1273
"IA"	2012	"Linn"	"MR02 Kirkwood Training Services"	1	366	506	894	350	502	865
"IA"	2012	"Linn"	"MR03 Grace Baptist Church"	1	517	787	1336	512	771	1308
"IA"	2012	"Linn"	"MR04 Marion School Admin Building"	1	446	708	1185	410	698	1131
"IA"	2012	"Linn"	"MR05 Lutheran Church of the Resurrection"	1	780	828	1629	738	822	1574
"IA"	2012	"Linn"	"MR06 First Baptist Church"	1	964	1106	2115	930	1098	2063
"IA"	2012	"Linn"	"MR07 St Pauls Lutheran Church"	1	1036	813	1881	992	812	1825
"IA"	2012	"Linn"	"MR08 Squaw Creek Baptist Church"	1	626	975	1644	642	920	1595
"IA"	2012	"Linn"	"MR09 Ascension Lutheran Church"	1	649	874	1561	633	859	1528
"IA"	2012	"Linn"	"MR10 Marion Fire Department Headquarters"	1	500	835	1368	482	814	1321
"IA"	2012	"Linn"	"MR11 Marion Christian Church"	1	1117	832	1972	1069	835	1927
"IA"	2012	"Linn"	"MR12 Lowe Park Arts and Environment Center"	1	397	473	888	375	471	856
"IA"	2012	"Linn"	"MR13 Christ Community Church"	1	623	636	1282	600	622	1240
"IA"	2012	"Linn"	"MR14 Faith Lutheran Church"	1	754	461	1227	706	472	1190
"IA"	2012	"Linn"	"MVN Mount Vernon City Hall"	1	280	613	916	266	614	892
"IA"	2012	"Linn"	"MVS St Johns Catholic Church"	1	494	1160	1697	488	1080	1604
"IA"	2012	"Linn"	"ROB Robins Community Center"	1	1295	760	2093	1203	817	2040
"IA"	2012	"Linn"	"TBER Antioch Christian Church"	1	1226	934	2196	1159	940	2140
"IA"	2012	"Linn"	"TBOU Prairieburg City Hall"	1	150	155	310	140	157	299
"IA"	2012	"Linn"	"TBRO Springville Memorial Library"	1	581	600	1198	536	607	1161
"IA"	2012	"Linn"	"TBUF Camp Wakonda"	1	144	162	309	148	155	307
"IA"	2012	"Linn"	"TCLI Stoney Point YMCA"	1	237	239	486	231	245	483
"IA"	2012	"Linn"	"TCOL Prairie High School"	1	165	220	390	151	224	384
"IA"	2012	"Linn"	"TFAI Guaranty Bank"	1	448	459	923	435	456	904
"IA"	2012	"Linn"	"TFAY Palo City Hall and Community Center"	1	337	357	699	323	354	687
"IA"	2012	"Linn"	"TFRA Lisbon City Hall"	1	618	995	1646	596	968	1592
"IA"	2012	"Linn"	"TGRA Walker Community Room"	1	333	391	733	299	410	716
"IA"	2012	"Linn"	"TJAC Coggon American Legion"	1	348	442	808	345	431	787
"IA"	2012	"Linn"	"TLIN Community Bible Church"	1	286	202	494	263	209	479
"IA"	2012	"Linn"	"TMAI Falcon Civic Center"	1	434	556	999	425	536	980
"IA"	2012	"Linn"	"TMAR Knights of Columbus Hall"	1	667	429	1119	635	452	1098
"IA"	2012	"Linn"	"TMON1 King of Kings Lutheran Church"	1	718	566	1304	697	551	1264
"IA"	2012	"Linn"	"TMON2 Blair Ridge Baptist Church"	1	800	412	1225	760	427	1200
"IA"	2012	"Linn"	"TOTT Alburnett United Methodist Church"	1	437	380	827	406	381	805
"IA"	2012	"Linn"	"TPUT Ely Public Library"	1	567	844	1421	538	836	1388
"IA"	2012	"Linn"	"TSPR North Linn High School"	1	199	232	440	201	225	430
"IA"	2012	"Linn"	"TWAS Center Point City Hall"	1	843	1000	1867	838	957	1817
"IA"	2012	"Louisa"	"Columbus Junction"	2	235	365	611	230	347	592
"IA"	2012	"Louisa"	"Grandview-Port Louisa"	2	445	503	964	430	467	929
"IA"	2012	"Louisa"	"Morning Sun - Marshall"	2	333	318	668	327	296	639
"IA"	2012	"Louisa"	"Southeast Louisa"	2	829	771	1631	785	739	1568
"IA"	2012	"Louisa"	"West Louisa"	2	578	495	1094	574	452	1055
"IA"	2012	"Lucas"	"Chariton City Hall"	2	428	490	940	401	454	876
"IA"	2012	"Lucas"	"Chariton Community Center"	2	499	476	983	454	435	914
"IA"	2012	"Lucas"	"L.C. Extension Office"	2	244	154	404	229	147	384
"IA"	2012	"Lucas"	"Lucas"	2	289	217	519	268	222	507
"IA"	2012	"Lucas"	"Pine Oak Marsh"	2	265	185	456	230	189	428
"IA"	2012	"Lucas"	"Russell"	2	231	227	469	233	199	441
"IA"	2012	"Lucas"	"Williamson"	2	298	238	552	281	230	520
"IA"	2012	"Lyon"	"Doon - P2"	4	817	82	905	801	89	895
"IA"	2012	"Lyon"	"George -  P1"	4	1056	227	1296	1014	221	1261
"IA"	2012	"Lyon"	"Inwood - P3"	4	474	130	612	459	134	601
"IA"	2012	"Lyon"	"Larchwood - P4"	4	421	281	728	391	269	675
"IA"	2012	"Lyon"	"Lester - P5"	4	389	76	472	368	91	463
"IA"	2012	"Lyon"	"Little Rock - P6"	4	272	86	365	268	85	359
"IA"	2012	"Lyon"	"Rock Rapids - P7"	4	610	250	884	598	232	848
"IA"	2012	"Lyon"	"Rock Rapids - P8"	4	939	291	1247	884	295	1202
"IA"	2012	"Madison"	"Grand River - Monroe - Webster - Macksburg"	3	256	154	424	265	128	416
"IA"	2012	"Madison"	"Jackson - Douglas - Lincoln"	3	419	278	712	440	222	696
"IA"	2012	"Madison"	"Jefferson - Lee"	3	510	298	825	553	235	818
"IA"	2012	"Madison"	"Penn - Madison - Earlham"	3	682	456	1158	724	359	1126
"IA"	2012	"Madison"	"South - St. Charles"	3	450	363	836	492	285	820
"IA"	2012	"Madison"	"Union - Crawford - Scott - Bevington - Patterson"	3	646	504	1185	693	412	1169
"IA"	2012	"Madison"	"Walnut - Ohio - East Peru - Truro"	3	369	305	690	390	245	669
"IA"	2012	"Madison"	"Winterset 1"	3	617	590	1233	702	439	1198
"IA"	2012	"Madison"	"Winterset 2"	3	689	682	1395	770	530	1368
"IA"	2012	"Mahaska"	"AD/MN/PG/UN"	2	398	159	569	370	165	544
"IA"	2012	"Mahaska"	"BO/ST"	2	560	129	691	535	131	675
"IA"	2012	"Mahaska"	"CE/HA/WO"	2	582	384	989	570	359	952
"IA"	2012	"Mahaska"	"EDM/JF/WDM"	2	227	157	394	219	145	373
"IA"	2012	"Mahaska"	"GF/LN/MD"	2	678	335	1022	647	311	978
"IA"	2012	"Mahaska"	"OSKALOOSA - 1ST WARD"	2	494	618	1148	514	557	1107
"IA"	2012	"Mahaska"	"OSKALOOSA - 2ND WARD"	2	654	561	1249	626	511	1162
"IA"	2012	"Mahaska"	"OSKALOOSA - 3RD WARD/UNIVERSITY PARK"	2	935	716	1691	898	659	1589
"IA"	2012	"Mahaska"	"OSKALOOSA - 4TH WARD"	2	737	583	1347	718	544	1284
"IA"	2012	"Mahaska"	"PR/RL"	2	728	376	1120	709	344	1076
"IA"	2012	"Mahaska"	"SP/KE"	2	455	195	663	443	190	640
"IA"	2012	"Marion"	"Clay"	2	276	206	491	262	196	472
"IA"	2012	"Marion"	"Dallas"	2	312	496	828	288	494	797
"IA"	2012	"Marion"	"Indiana Township"	2	177	208	390	167	200	372
"IA"	2012	"Marion"	"Knoxville Four"	2	314	390	724	282	400	694
"IA"	2012	"Marion"	"Knoxville One"	2	308	496	822	299	453	774
"IA"	2012	"Marion"	"Knoxville Three"	2	430	665	1111	408	636	1062
"IA"	2012	"Marion"	"Knoxville Township"	2	821	766	1616	752	768	1547
"IA"	2012	"Marion"	"Knoxville Two"	2	400	506	927	387	486	893
"IA"	2012	"Marion"	"Lake Prairie Township"	2	1000	277	1289	969	276	1254
"IA"	2012	"Marion"	"Liberty"	2	207	230	447	198	232	435
"IA"	2012	"Marion"	"Otley"	2	787	355	1173	772	353	1138
"IA"	2012	"Marion"	"Pella Four"	2	614	411	1056	595	334	949
"IA"	2012	"Marion"	"Pella One"	2	1005	486	1527	962	465	1449
"IA"	2012	"Marion"	"Pella Three"	2	1141	506	1675	1111	472	1602
"IA"	2012	"Marion"	"Pella Two"	2	1060	461	1546	1023	446	1483
"IA"	2012	"Marion"	"Pleasantville"	2	844	915	1793	778	896	1714
"IA"	2012	"Marion"	"Washington Township"	2	132	133	272	120	133	254
"IA"	2012	"Marshall"	"BANGOR/LISCOMB"	1	243	206	464	242	175	431
"IA"	2012	"Marshall"	"EDEN/LOGAN"	1	455	499	973	444	456	930
"IA"	2012	"Marshall"	"FIRST BAPTIST CHURCH 4-1"	1	487	917	1428	461	875	1372
"IA"	2012	"Marshall"	"FIRST BAPTIST CHURCH 4-2"	1	799	818	1641	770	772	1578
