state	year	precinct	precinct_code	g2012_USP_dv	g2012_USP_ldv	g2012_USP_adv	g2012_USP_rv	g2012_USP_lrv	g2012_USP_arv	g2012_USS_dv	g2012_USS_ldv	g2012_USS_adv	g2012_USS_rv	g2012_USS_lrv	g2012_USS_arv	g2012_USP_tv	g2012_USP_atv	g2012_USP_ltv	g2012_USS_tv	g2012_USS_atv	g2012_USS_ltv	cd	g2012_USH_dv	g2012_USH_ldv	g2012_USH_adv	g2012_USH_rv	g2012_USH_lrv	g2012_USH_arv	g2012_USH_tv	g2012_USH_atv	g2012_USH_ltv	ld	g2012_STH_dv	g2012_STH_ldv	g2012_STH_adv	g2012_STH_rv	g2012_STH_lrv	g2012_STH_arv	g2012_STH_tv	g2012_STH_atv	g2012_STH_ltv	sd	g2012_STS_dv	g2012_STS_ldv	g2012_STS_adv	g2012_STS_rv	g2012_STS_lrv	g2012_STS_arv	g2012_STS_tv	g2012_STS_atv	g2012_STS_ltv
"RI"	2012	"Barrington 0101"	101	936	888	48	632	583	49	959	910	49	584	534	50	1603	104	1499	1545	100	1445	1	701	658	43	769	720	49	1593	103	1490	66	890	836	54	560	522	38	1548	98	1450	32				1127	1047	80	1158	82	1076
"RI"	2012	"Barrington 0102"	102	1263	1180	83	748	697	51	1255	1168	87	690	645	45	2042	134	1908	1945	132	1813	1	948	881	67	913	856	57	2005	134	1871	66	1222	1138	84	634	594	40	1954	127	1827	32				1296	1214	82	1346	84	1262
"RI"	2012	"Barrington 0103"	103	952	853	99	757	694	63	938	847	91	700	634	66	1721	163	1558	1641	157	1484	1	718	642	76	911	833	78	1703	159	1544	66	980	889	91	630	571	59	1659	156	1503	32				1198	1082	116	1228	123	1105
"RI"	2012	"Barrington 0104"	104	1240	1154	86	782	731	51	1242	1152	90	751	698	53	2073	144	1929	1998	143	1855	1	898	826	72	1029	966	63	2058	144	1914	67	982	914	68	1008	932	76	1994	145	1849	32				1442	1335	107	1480	108	1372
"RI"	2012	"Barrington 0105"	105	1067	983	84	871	784	87	1087	1005	82	809	726	83	1968	175	1793	1900	166	1734	1	816	756	60	1013	913	100	1952	170	1782	67	827	770	57	1058	954	104	1886	161	1725	32				1375	1256	119	1412	123	1289
"RI"	2012	"Barrington Limited"	106	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	0	0	0	0	1	0	1																				
"RI"	2012	"Barrington President"	107	98	84	14	46	32	14							148	30	118	0	0	0																														
"RI"	2012	"Bristol 0201"	201	553	516	37	395	366	29	572	537	35	351	324	27	969	66	903	924	62	862	1	417	392	25	486	449	37	954	65	889	68	575	537	38	351	326	25	927	63	864	10	780	727	53				797	53	744
"RI"	2012	"Bristol 0202"	202	342	332	10	176	162	14	342	329	13	165	154	11	531	24	507	508	24	484	1	277	267	10	220	208	12	528	24	504	68	354	338	16	154	147	7	509	23	486	11				305	289	16	313	16	297
"RI"	2012	"Bristol 0203"	203	1147	1070	77	876	798	78	1157	1072	85	792	721	71	2060	157	1903	1952	156	1796	1	870	805	65	1040	961	79	2030	156	1874	68	1155	1081	74	798	717	81	1958	155	1803	32				1354	1237	117	1385	121	1264
"RI"	2012	"Bristol 0204"	204	877	789	88	439	409	30	856	767	89	393	369	24	1340	119	1221	1252	113	1139	1	666	590	76	563	526	37	1317	116	1201	68	916	825	91	348	326	22	1264	113	1151	32				767	706	61	786	62	724
"RI"	2012	"Bristol 0205"	205	926	884	42	600	580	20	960	919	41	515	497	18	1554	64	1490	1477	59	1418	1	666	633	33	764	738	26	1521	61	1460	69	1223	1176	47				1243	48	1195	10	1214	1171	43				1232	46	1186
"RI"	2012	"Bristol 0206"	206	840	795	45	378	357	21	813	771	42	346	327	19	1238	66	1172	1160	61	1099	1	655	617	38	495	472	23	1218	64	1154	69	1015	964	51				1025	53	972	10	994	945	49				996	49	947
"RI"	2012	"Bristol 0207"	207	572	536	36	397	376	21	551	514	37	371	352	19	982	58	924	922	56	866	1	443	416	27	447	422	25	943	54	889	69	686	645	41				695	41	654	11				631	599	32	639	32	607
"RI"	2012	"Bristol 0208"	208	704	665	39	288	257	31	689	643	46	262	240	22	1013	70	943	953	68	885	1	566	532	34	370	334	36	993	70	923	69	776	727	49				787	49	738	11				592	558	34	609	35	574
"RI"	2012	"Bristol 0209"	209	163	158	5	66	65	1	165	159	6	60	60	0	238	6	232	226	6	220	1	134	129	5	80	79	1	233	6	227	69	178	173	5				184	5	179	32				132	131	1	136	1	135
"RI"	2012	"Bristol Limited"	210	6	6	0	0	0	0	4	4	0	1	1	0	6	0	6	5	0	5	1	5	5	0	1	1	0	6	0	6																				
"RI"	2012	"Bristol President"	211	229	223	6	92	80	12							336	18	318	0	0	0																														
"RI"	2012	"Burrillville 0301"	301	609	546	63	459	419	40	646	579	67	426	394	32	1102	104	998	1074	99	975	2	624	556	68	361	335	26	1076	99	977	47	650	584	66	432	399	33	1083	99	984	23	706	635	71	370	341	29	1076	100	976
"RI"	2012	"Burrillville 0302"	302	636	577	59	512	483	29	671	603	68	460	440	20	1171	88	1083	1132	88	1044	2	669	604	65	378	364	14	1148	85	1063	47	614	553	61	533	511	22	1148	83	1065	23	715	645	70	428	412	16	1143	86	1057
"RI"	2012	"Burrillville 0303"	303	753	709	44	685	657	28	788	742	46	627	602	25	1468	74	1394	1419	72	1347	2	762	716	46	568	549	19	1445	73	1372	47	697	647	50	743	719	24	1441	74	1367	23	827	782	45	614	586	28	1442	73	1369
"RI"	2012	"Burrillville 0304"	304	537	506	31	360	334	26	554	519	35	321	297	24	921	62	859	878	60	818	2	525	488	37	289	267	22	892	62	830	47	505	470	35	390	364	26	896	61	835	23	590	547	43	308	289	19	898	62	836
"RI"	2012	"Burrillville 0305"	305	534	510	24	421	400	21	570	543	27	380	363	17	988	47	941	951	44	907	2	561	535	26	332	315	17	983	46	937	47	541	512	29	440	423	17	981	46	935	23	631	602	29	353	336	17	984	46	938
"RI"	2012	"Burrillville 0306"	306	543	523	20	570	557	13	576	556	20	527	513	14	1145	34	1111	1106	34	1072	2	533	517	16	500	485	15	1119	31	1088	48	352	342	10	600	584	16	1104	29	1075	23	590	574	16	516	501	15	1107	31	1076
"RI"	2012	"Burrillville Limited"	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0																				
"RI"	2012	"Burrillville President"	308	54	54	0	37	37	0							94	0	94	0	0	0																														
"RI"	2012	"Central Falls 0401"	401	509	494	15	68	62	6	483	465	18	71	67	4	589	23	566	557	22	535	1	447	432	15	103	96	7	570	23	547	56	490	471	19				500	19	481	16	465	446	19				542	22	520
"RI"	2012	"Central Falls 0402"	402	291	286	5	57	56	1	278	273	5	51	50	1	353	6	347	330	6	324	1	269	264	5	55	54	1	341	6	335	56	299	293	6				307	6	301	16	291	285	6				326	6	320
"RI"	2012	"Central Falls 0403"	403	619	563	56	66	54	12	596	535	61	75	65	10	696	69	627	672	71	601	1	545	495	50	109	91	18	686	71	615	56	605	540	65				615	65	550	16	608	547	61				675	71	604
"RI"	2012	"Central Falls 0404"	404	528	486	42	66	56	10	514	473	41	67	56	11	602	53	549	587	53	534	1	468	436	32	94	78	16	594	50	544	56	528	479	49				551	49	502	16	540	493	47				582	51	531
"RI"	2012	"Central Falls 0405"	405	223	215	8	33	32	1	222	214	8	28	27	1	257	9	248	251	9	242	1	204	196	8	42	41	1	254	9	245	56	227	219	8				230	8	222	16	215	208	7				240	9	231
"RI"	2012	"Central Falls 0406"	406	343	316	27	97	93	4	335	308	27	89	85	4	446	32	414	425	32	393	1	281	256	25	133	127	6	439	32	407	57	364	339	25				370	26	344	16	343	318	25				417	30	387
"RI"	2012	"Central Falls 0407"	407	144	141	3	24	22	2	130	128	2	21	19	2	168	5	163	152	4	148	1	118	116	2	31	29	2	152	4	148	57	136	133	3				137	3	134	16	140	136	4				155	4	151
"RI"	2012	"Central Falls 0408"	408	480	462	18	84	82	2	470	450	20	82	81	1	569	20	549	552	21	531	1	431	416	15	108	104	4	558	21	537	57	489	470	19				495	19	476	16	472	455	17				550	21	529
"RI"	2012	"Central Falls Limited"	409	18	18	0	0	0	0	18	18	0	0	0	0	19	0	19	18	0	18	1	17	17	0	1	1	0	18	0	18																				
"RI"	2012	"Central Falls President"	410	255	251	4	17	17	0							272	4	268	0	0	0																														
"RI"	2012	"Charlestown 0501"	501	693	660	33	395	369	26	686	649	37	389	367	22	1119	60	1059	1077	59	1018	2	563	526	37	336	319	17	1092	60	1032	36	710	672	38	233	221	12	1067	55	1012	34	663	631	32	376	351	25	1040	57	983
"RI"	2012	"Charlestown 0502"	502	674	642	32	419	395	24	646	613	33	447	418	29	1144	63	1081	1094	62	1032	2	549	517	32	367	347	20	1121	62	1059	36	707	671	36	279	258	21	1102	61	1041	34	644	612	32	421	396	25	1066	57	1009
"RI"	2012	"Charlestown 0503"	503	559	526	33	457	427	30	546	517	29	446	413	33	1034	65	969	995	63	932	2	471	441	30	397	366	31	1013	63	950	36	608	574	34	296	275	21	995	60	935	38				710	666	44	730	47	683
"RI"	2012	"Charlestown 0504"	504	461	427	34	331	306	25	436	401	35	328	308	20	805	59	746	766	55	711	2	385	358	27	294	270	24	788	57	731	36	522	489	33	202	184	18	781	54	727	38				525	491	34	533	34	499
"RI"	2012	"Charlestown Limited"	505	6	6	0	1	1	0	6	6	0	1	1	0	8	0	8	7	0	7	2	2	2	0	2	2	0	7	0	7																				
"RI"	2012	"Charlestown President"	506	52	47	5	13	13	0							67	6	61	0	0	0																														
"RI"	2012	"Coventry 0601"	601	499	481	18	404	392	12	531	511	20	368	357	11	937	31	906	904	31	873	2	462	446	16	347	334	13	922	31	891	25	688	663	25				704	26	678	33	567	547	20	338	328	10	910	30	880
"RI"	2012	"Coventry 0602"	602	161	152	9	92	88	4	163	154	9	95	91	4	262	13	249	258	13	245	2	151	143	8	83	78	5	254	13	241	25	200	189	11				204	11	193	33	161	152	9	88	84	4	249	13	236
"RI"	2012	"Coventry 0603"	603	797	742	55	595	566	29	793	742	51	570	543	27	1426	84	1342	1368	79	1289	2	744	694	50	531	505	26	1404	80	1324	26	595	561	34	781	741	40	1381	75	1306	33	807	762	45	568	541	27	1378	73	1305
"RI"	2012	"Coventry 0604"	604	546	518	28	365	355	10	554	528	26	345	333	12	935	38	897	903	38	865	2	520	497	23	335	322	13	921	37	884	27	600	574	26	304	294	10	904	36	868	33	564	536	28	340	333	7	906	35	871
"RI"	2012	"Coventry 0605"	605	534	520	14	457	440	17	507	491	16	454	440	14	1011	31	980	961	30	931	2	490	475	15	428	413	15	995	31	964	28	536	521	15	430	415	15	966	30	936	21	444	429	15	527	512	15	972	30	942
"RI"	2012	"Coventry 0606"	606	286	275	11	257	250	7	296	285	11	253	246	7	562	19	543	550	18	532	2	276	265	11	240	234	6	555	20	535	28	304	294	10	239	230	9	543	19	524	21	260	249	11	281	273	8	541	19	522
"RI"	2012	"Coventry 0607"	607	729	695	34	556	536	20	738	706	32	513	494	19	1316	55	1261	1253	51	1202	2	726	694	32	469	448	21	1298	56	1242	28	777	745	32	489	467	22	1267	54	1213	21	687	659	28	589	563	26	1276	54	1222
"RI"	2012	"Coventry 0608"	608	766	741	25	508	483	25	776	743	33	482	465	17	1305	50	1255	1259	50	1209	2	727	699	28	456	436	20	1285	50	1235	28	796	767	29	471	450	21	1267	50	1217	21	705	678	27	563	540	23	1268	50	1218
"RI"	2012	"Coventry 0609"	609	559	537	22	445	413	32	541	519	22	449	419	30	1033	54	979	992	52	940	2	530	509	21	416	386	30	1020	53	967	28	576	558	18	407	377	30	987	49	938	33	639	615	24	361	337	24	1003	49	954
"RI"	2012	"Coventry 0610"	610	380	356	24	221	216	5	375	351	24	207	202	5	616	29	587	585	29	556	2	379	355	24	199	194	5	617	29	588	28	400	377	23	200	195	5	602	28	574	33	404	380	24	206	201	5	612	29	583
"RI"	2012	"Coventry 0611"	611	540	505	35	423	400	23	565	529	36	380	358	22	981	60	921	948	58	890	2	512	483	29	389	366	23	973	58	915	28	541	514	27	410	382	28	956	56	900	33	626	593	33	330	308	22	962	56	906
"RI"	2012	"Coventry 0612"	612	558	538	20	359	345	14	574	552	22	318	305	13	943	34	909	894	35	859	2	510	493	17	335	318	17	930	36	894	29	598	582	16	331	312	19	929	35	894	33	530	509	21	390	375	15	925	36	889
"RI"	2012	"Coventry 0613"	613	504	480	24	333	313	20	504	479	25	318	301	17	865	45	820	825	42	783	2	481	456	25	311	295	16	851	42	809	29	526	504	22	322	302	20	849	42	807	33	551	526	25	293	276	17	844	42	802
"RI"	2012	"Coventry 0614"	614	265	220	45	127	115	12	260	221	39	120	104	16	398	57	341	382	55	327	2	252	214	38	120	105	15	394	57	337	29	272	238	34	109	91	18	383	52	331	33	299	259	40	85	73	12	385	52	333
"RI"	2012	"Coventry 0615"	615	526	496	30	597	551	46	538	506	32	568	525	43	1143	76	1067	1107	75	1032	2	528	501	27	533	487	46	1126	77	1049	29	605	573	32	510	465	45	1117	77	1040	33	662	616	46	456	425	31	1119	77	1042
"RI"	2012	"Coventry 0616"	616	622	596	26	482	463	19	641	611	30	454	437	17	1136	46	1090	1098	47	1051	2	608	581	27	418	399	19	1111	47	1064	29	693	661	32	418	405	13	1112	45	1067	33	676	645	31	416	401	15	1096	46	1050
"RI"	2012	"Coventry 0617"	617	437	417	20	432	422	10	431	411	20	417	405	12	897	32	865	850	32	818	2	429	410	19	374	363	11	888	32	856	40	376	365	11	481	466	15	858	26	832	21	367	357	10	518	500	18	885	28	857
"RI"	2012	"Coventry 0618"	618	253	233	20	233	217	16	245	225	20	237	223	14	493	36	457	483	34	449	2	241	222	19	215	203	12	489	33	456	40	232	216	16	243	228	15	476	31	445	33	277	259	18	210	195	15	487	33	454
"RI"	2012	"Coventry Limited"	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0																				
"RI"	2012	"Coventry President"	620	160	158	2	83	81	2							247	4	243	0	0	0																														
"RI"	2012	"Cranston 0701"	701	925	871	54	305	289	16	901	850	51	284	266	18	1252	73	1179	1188	69	1119	2	910	853	57	271	254	17	1229	75	1154	14	1054	992	62				1070	62	1008	26	996	938	58	223	207	16	1222	74	1148
"RI"	2012	"Cranston 0702"	702	758	723	35	268	254	14	764	723	41	229	221	8	1038	49	989	995	49	946	2	741	706	35	224	212	12	1013	48	965	14	868	824	44				882	44	838	26	806	771	35	204	193	11	1013	46	967
"RI"	2012	"Cranston 0703"	703	530	507	23	280	266	14	525	496	29	251	243	8	827	37	790	785	37	748	2	528	499	29	239	233	6	814	36	778	14	645	616	29				663	29	634	26	575	546	29	227	220	7	806	36	770
"RI"	2012	"Cranston 0704"	704	217	215	2	84	78	6	209	205	4	79	75	4	306	9	297	289	9	280	2	197	196	1	80	73	7	301	9	292	14	237	231	6				238	6	232	28	198	195	3	85	79	6	285	9	276
"RI"	2012	"Cranston 0705"	705	220	219	1	77	74	3	217	215	2	72	70	2	302	5	297	289	4	285	2	193	192	1	78	75	3	297	4	293	14	245	242	3				250	3	247	28	199	198	1	87	84	3	286	4	282
"RI"	2012	"Cranston 0706"	706	739	711	28	971	905	66	767	728	39	854	800	54	1731	96	1635	1625	93	1532	2	769	732	37	834	783	51	1700	95	1605	15	894	852	42	764	715	49	1662	91	1571	26	926	884	42	768	716	52	1697	94	1603
"RI"	2012	"Cranston 0707"	707	707	678	29	772	741	31	725	693	32	694	666	28	1501	63	1438	1424	61	1363	2	729	696	33	640	614	26	1478	62	1416	15	804	773	31	641	611	30	1447	61	1386	26	762	728	34	699	671	28	1463	62	1401
"RI"	2012	"Cranston 0708"	708	950	918	32	716	670	46	949	911	38	652	614	38	1699	78	1621	1614	76	1538	2	907	878	29	647	603	44	1684	77	1607	15	979	942	37	650	613	37	1630	74	1556	27	791	764	27	351	325	26	1667	75	1592
"RI"	2012	"Cranston 0709"	709	1118	1039	79	899	839	60	1155	1071	84	781	731	50	2044	141	1903	1936	134	1802	2	1025	957	68	839	781	58	2008	136	1872	15	1179	1092	87	737	692	45	1922	132	1790	27	871	803	68	429	400	29	1977	133	1844
"RI"	2012	"Cranston 0710"	710	905	865	40	421	407	14	868	827	41	432	417	15	1359	56	1303	1303	56	1247	2	821	786	35	413	398	15	1341	56	1285	16	1032	988	44				1061	46	1015	27	709	681	28	267	257	10	1326	54	1272
"RI"	2012	"Cranston 0711"	711	713	681	32	513	490	23	706	672	34	470	447	23	1244	56	1188	1181	57	1124	2	657	622	35	440	420	20	1215	58	1157	16	901	858	43				926	43	883	27	572	545	27	252	234	18	1213	59	1154
"RI"	2012	"Cranston 0712"	712	791	712	79	805	750	55	820	747	73	712	657	55	1612	135	1477	1535	129	1406	2	787	719	68	690	632	58	1583	133	1450	16	1130	1026	104				1165	106	1059	27	550	502	48	284	260	24	1590	132	1458
"RI"	2012	"Cranston 0713"	713	752	721	31	611	579	32	767	734	33	531	507	24	1381	63	1318	1302	57	1245	2	743	714	29	532	503	29	1355	59	1296	16	1073	1031	42				1116	47	1069	27	642	623	19	239	223	16	1349	59	1290
"RI"	2012	"Cranston 0714"	714	221	220	1	85	81	4	228	227	1	75	71	4	314	5	309	305	5	300	2	217	216	1	74	70	4	309	5	304	16	257	255	2				263	4	259	28	223	222	1	73	69	4	298	5	293
"RI"	2012	"Cranston 0715"	715	587	564	23	331	312	19	572	550	22	317	299	18	936	42	894	892	40	852	2	548	527	21	314	298	16	912	40	872	16	681	655	26				704	26	678	28	541	522	19	322	306	16	865	35	830
"RI"	2012	"Cranston 0716"	716	745	698	47	488	456	32	756	703	53	427	405	22	1260	80	1180	1184	75	1109	2	754	704	50	409	385	24	1250	79	1171	17	808	753	55	380	359	21	1190	76	1114	26	838	782	56	403	380	23	1244	79	1165
"RI"	2012	"Cranston 0717"	717	355	340	15	155	151	4	357	342	15	136	132	4	518	20	498	496	19	477	2	333	319	14	139	134	5	507	19	488	17	356	341	15	128	125	3	484	18	466	27	294	285	9	82	79	3	496	18	478
"RI"	2012	"Cranston 0718"	718	419	401	18	263	252	11	432	413	19	228	217	11	697	29	668	662	30	632	2	405	390	15	240	227	13	682	30	652	17	430	412	18	209	197	12	643	30	613	27	336	319	17	120	112	8	677	30	647
"RI"	2012	"Cranston 0719"	719	722	683	39	500	466	34	708	671	37	461	425	36	1238	73	1165	1174	73	1101	2	702	666	36	427	395	32	1216	71	1145	17	812	769	43	349	321	28	1165	71	1094	27	583	550	33	231	211	20	1205	70	1135
"RI"	2012	"Cranston 0720"	720	211	199	12	210	197	13	210	201	9	195	182	13	427	25	402	405	22	383	2	218	207	11	178	166	12	421	24	397	17	235	227	8	172	161	11	409	19	390	27	158	148	10	97	90	7	420	22	398
"RI"	2012	"Cranston 0721"	721	991	956	35	388	370	18	963	930	33	391	371	20	1409	56	1353	1354	53	1301	2	900	864	36	378	362	16	1381	54	1327	17	961	925	36	359	344	15	1324	51	1273	28	915	883	32	392	374	18	1308	50	1258
"RI"	2012	"Cranston 0722"	722	501	482	19	243	232	11	486	471	15	224	213	11	757	30	727	714	26	688	2	467	449	18	227	216	11	736	30	706	17	530	513	17	169	157	12	700	29	671	28	477	463	14	225	212	13	703	27	676
"RI"	2012	"Cranston 0723"	723	1270	1207	63	332	321	11	1229	1162	67	356	347	9	1639	76	1563	1595	76	1519	2	1122	1060	62	333	324	9	1611	77	1534	18	1073	1016	57	288	278	10	1589	72	1517	28	1170	1107	63	416	404	12	1591	75	1516
"RI"	2012	"Cranston 0724"	724	1020	924	96	330	305	25	971	875	96	351	327	24	1385	124	1261	1323	120	1203	2	854	767	87	324	302	22	1361	120	1241	18	794	726	68	285	258	27	1312	108	1204	28	868	790	78	461	427	34	1330	112	1218
"RI"	2012	"Cranston 0725"	725	1305	1253	52	451	427	24	1241	1191	50	461	438	23	1786	76	1710	1706	73	1633	2	1141	1093	48	397	373	24	1772	76	1696	18	1065	1027	38	333	315	18	1712	70	1642	28	1179	1139	40	526	496	30	1709	70	1639
"RI"	2012	"Cranston 0726"	726	735	713	22	290	281	9	721	695	26	301	293	8	1045	33	1012	1023	34	989	2	683	661	22	267	258	9	1035	34	1001	18	592	574	18	252	244	8	1005	32	973	28	671	648	23	327	316	11	1001	34	967
"RI"	2012	"Cranston 0727"	727	511	495	16	213	205	8	488	473	15	213	204	9	740	26	714	702	25	677	2	417	405	12	197	189	8	717	25	692	19	546	531	15				561	17	544	28	458	444	14	246	236	10	704	24	680
"RI"	2012	"Cranston 0728"	728	13	1	12	7	0	7	16	1	15	3	0	3	21	20	1	19	18	1	2	13	0	13	4	0	4	18	18	0	20	13	0	13				13	13	0	27	11	0	11	5	0	5	18	18	0
"RI"	2012	"Cranston 0730"	730	901	858	43	1189	1140	49	963	920	43	1058	1009	49	2109	94	2015	2026	92	1934	2	929	887	42	1015	973	42	2067	90	1977	41	1000	962	38	857	817	40	1974	86	1888	26	1050	1006	44	1011	965	46	2067	90	1977
"RI"	2012	"Cranston 0731"	731	932	896	36	647	619	28	937	899	38	577	554	23	1599	64	1535	1514	61	1453	2	895	859	36	561	536	25	1555	62	1493	42	1206	1152	54				1217	54	1163	26	1056	1016	40	504	481	23	1563	63	1500
"RI"	2012	"Cranston Limited"	732	9	8	1	3	3	0	9	8	1	3	3	0	12	1	11	12	1	11	2	8	7	1	2	2	0	11	1	10																				
"RI"	2012	"Cranston President"	733	615	574	41	161	147	14							782	55	727	0	0	0																														
"RI"	2012	"Cumberland 0801"	801	586	575	11	447	427	20	597	585	12	403	385	18	1051	32	1019	1001	30	971	1	400	393	7	591	567	24	1046	32	1014	45	778	760	18				793	18	775	19	554	542	12	339	323	16	992	30	962
"RI"	2012	"Cumberland 0802"	802	781	734	47	640	604	36	810	764	46	564	527	37	1438	84	1354	1375	83	1292	1	518	483	35	846	800	46	1428	86	1342	45	1076	1013	63				1111	64	1047	20	1050	984	66				1066	67	999
"RI"	2012	"Cumberland 0803"	803	1197	1148	49	877	850	27	1247	1203	44	777	748	29	2107	77	2030	2027	73	1954	1	888	849	39	1069	1035	34	2081	76	2005	45	1636	1586	50				1692	50	1642	20	1618	1564	54				1648	54	1594
"RI"	2012	"Cumberland 0804"	804	181	175	6	147	143	4	197	193	4	124	119	5	334	10	324	322	9	313	1	135	131	4	174	169	5	327	9	318	51	165	159	6	143	140	3	309	9	300	20	245	238	7				248	7	241
"RI"	2012	"Cumberland 0805"	805	991	959	32	640	617	23	1026	993	33	575	552	23	1669	58	1611	1603	57	1546	1	686	666	20	848	815	33	1653	57	1596	52	1261	1221	40				1293	41	1252	19	944	914	30	519	501	18	1611	53	1558
"RI"	2012	"Cumberland 0806"	806	888	834	54	682	624	58	939	870	69	587	551	36	1600	115	1485	1533	105	1428	1	587	558	29	903	823	80	1596	115	1481	52	1198	1126	72				1230	73	1157	19	835	796	39	546	493	53	1544	100	1444
"RI"	2012	"Cumberland 0807"	807	915	859	56	1044	990	54	964	909	55	916	864	52	1984	111	1873	1884	108	1776	1	581	538	43	1296	1235	61	1972	112	1860	52	1387	1309	78				1415	80	1335	19	821	769	52	766	730	36	1897	98	1799
"RI"	2012	"Cumberland 0808"	808	887	814	73	1063	996	67	896	816	80	1000	942	58	1989	143	1846	1900	138	1762	1	551	499	52	1339	1250	89	1975	141	1834	52	1319	1222	97				1382	101	1281	19	799	739	60	835	780	55	1888	127	1761
"RI"	2012	"Cumberland 0809"	809	302	294	8	320	309	11	321	310	11	286	277	9	633	20	613	607	20	587	1	192	184	8	419	408	11	634	20	614	52	428	416	12				443	13	430	20	433	422	11				443	12	431
"RI"	2012	"Cumberland 0810"	810	810	787	23	318	305	13	803	776	27	267	259	8	1147	36	1111	1072	35	1037	1	629	609	20	414	399	15	1121	36	1085	57	904	877	27				919	27	892	19	751	731	20	230	219	11	1095	33	1062
"RI"	2012	"Cumberland 0811"	811	904	877	27	448	431	17	907	879	28	400	383	17	1374	48	1326	1313	45	1268	1	656	638	18	627	600	27	1358	48	1310	57	1112	1073	39				1142	40	1102	19	838	813	25	341	328	13	1321	48	1273
"RI"	2012	"Cumberland 0812"	812	673	639	34	421	398	23	678	644	34	383	360	23	1112	58	1054	1064	57	1007	1	465	438	27	571	540	31	1096	58	1038	57	846	805	41				868	44	824	19	598	572	26	370	343	27	1071	56	1015
"RI"	2012	"Cumberland Limited"	813	3	3	0	0	0	0	3	3	0	0	0	0	3	0	3	3	0	3	1	3	3	0	0	0	0	3	0	3																				
"RI"	2012	"Cumberland President"	814	173	165	8	59	57	2							235	11	224	0	0	0																														
"RI"	2012	"East Greenwich 0901"	901	172	160	12	217	198	19	172	162	10	204	185	19	393	31	362	376	29	347	2	180	167	13	182	169	13	382	30	352	30	161	146	15	187	177	10	379	30	349	33	173	155	18	196	185	11	369	29	340
"RI"	2012	"East Greenwich 0902"	902	778	698	80	1009	937	72	787	714	73	954	879	75	1816	153	1663	1743	148	1595	2	772	700	72	919	847	72	1792	152	1640	30	713	644	69	841	771	70	1754	150	1604	35	545	493	52	1127	1041	86	1678	139	1539
"RI"	2012	"East Greenwich 0903"	903	851	777	74	577	532	45	797	724	73	598	553	45	1458	120	1338	1399	118	1281	2	754	686	68	520	482	38	1428	116	1312	30	703	632	71	445	420	25	1397	117	1280	35	653	596	57	688	635	53	1344	110	1234
"RI"	2012	"East Greenwich 0904"	904	858	757	101	834	760	74	851	754	97	799	727	72	1723	177	1546	1653	169	1484	2	801	705	96	772	707	65	1689	169	1520	30	739	661	78	685	626	59	1654	160	1494	35	597	536	61	960	876	84	1560	145	1415
"RI"	2012	"East Greenwich 0905"	905	804	740	64	961	889	72	773	708	65	944	875	69	1792	138	1654	1722	134	1588	2	746	682	64	905	837	68	1753	136	1617	30	746	681	65	855	804	51	1726	132	1594	35	555	510	45	1104	1023	81	1666	126	1540
"RI"	2012	"East Greenwich Limited"	906	2	2	0	5	5	0	2	2	0	5	5	0	7	0	7	7	0	7	2	3	3	0	4	4	0	7	0	7																				
"RI"	2012	"East Greenwich President"	907	70	69	1	46	45	1							119	2	117	0	0	0																														
"RI"	2012	"East Providence 1001"	1001	1055	1022	33	533	507	26	1054	1016	38	490	470	20	1622	61	1561	1547	58	1489	1	805	780	25	713	686	27	1624	57	1567	63	1033	996	37				1531	53	1478	14	1231	1186	45				1271	46	1225
"RI"	2012	"East Providence 1002"	1002	907	853	54	261	241	20	858	806	52	257	236	21	1184	74	1110	1117	73	1044	1	763	719	44	331	310	21	1161	71	1090	63	838	790	48				1061	64	997	14	984	929	55				1002	56	946
"RI"	2012	"East Providence 1003"	1003	619	605	14	157	151	6	585	569	16	146	142	4	789	21	768	734	20	714	1	533	520	13	188	180	8	772	21	751	63	575	557	18				718	21	697	14	627	610	17				650	17	633
"RI"	2012	"East Providence 1004"	1004	909	870	39	468	446	22	878	837	41	441	419	22	1402	62	1340	1324	63	1261	1	728	696	32	589	559	30	1391	63	1328	63	876	838	38				1309	57	1252	18	1067	1018	49				1098	50	1048
"RI"	2012	"East Providence 1005"	1005	796	750	46	486	450	36	785	735	50	460	429	31	1314	85	1229	1247	81	1166	1	590	561	29	618	571	47	1295	83	1212	63	724	676	48				1218	71	1147	18	947	895	52				967	52	915
"RI"	2012	"East Providence 1006"	1006	72	66	6	22	22	0	68	63	5	20	19	1	95	6	89	88	6	82	1	53	48	5	32	31	1	92	6	86	63	70	69	1				81	1	80	18	72	71	1				73	1	72
"RI"	2012	"East Providence 1007"	1007	123	84	39	31	23	8	119	77	42	30	26	4	155	47	108	149	46	103	1	117	79	38	31	24	7	155	47	108	63	111	76	35				143	41	102	18	127	88	39				128	39	89
