state	year	county	electiondistrictbeat	precinct	precinct_code	cd	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd2	g2012_USH_dv2	g2012_USH_rv2	g2012_USH_tv2	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	g2012_USS_dv	g2012_USS_rv	g2012_USS_tv
"MS"	2012	"Forrest"		"Westside"		4	539	396	935					603	396	1021	559	415	974
"MS"	2012	"Forrest"		"Rawls Springs"		4	366	430	796					403	458	870	383	450	833
"MS"	2012	"Forrest"		"Hattiesburg Cultural Center"		4	603	68	671					694	43	741	613	67	680
"MS"	2012	"Forrest"		"Train depot"		4	315	62	377					381	47	430	335	66	401
"MS"	2012	"Forrest"		"Burger Center"		4	403	26	429					518	2	520	425	29	454
"MS"	2012	"Forrest"		"North Heights"		4	655	123	778					759	99	863	664	140	804
"MS"	2012	"Forrest"		"Batonville"		4	153	526	679					170	554	734	163	540	703
"MS"	2012	"Forrest"		"Glendale"		4	607	317	924					699	296	999	640	322	962
"MS"	2012	"Forrest"		"Bar Mac"		4	270	1578	1848					289	1666	1975	286	1620	1906
"MS"	2012	"Forrest"		"Petal Civic Center"		4	187	1052	1239					212	1123	1359	214	1089	1303
"MS"	2012	"Forrest"		"Leeville"		4	104	835	939					126	875	1009	120	870	990
"MS"	2012	"Forrest"		"Petal Masonic"		4	145	919	1064					160	1000	1178	152	977	1129
"MS"	2012	"Forrest"		"Sunrise"		4	402	2040	2442					451	2128	2598	421	2100	2521
"MS"	2012	"Forrest"		"Dixie Pine Central"		4	732	185	917					876	170	1053	755	190	945
"MS"	2012	"Forrest"		"Rowan"		4	601	31	632					737	2	739	620	29	649
"MS"	2012	"Forrest"		"Salvation Army"		4	960	98	1058					1092	44	1141	992	92	1084
"MS"	2012	"Forrest"		"Court Street"		4	411	102	513					464	89	556	417	110	527
"MS"	2012	"Forrest"		"Camp"		4	154	182	336					189	195	392	155	202	357
"MS"	2012	"Forrest"		"West Petal"		4	112	323	435					127	350	485	131	335	466
"MS"	2012	"Forrest"		"McLaurin"		4	52	252	304					65	261	332	55	262	317
"MS"	2012	"Forrest"		"Lillie Burney"	"*"	4	422	29	451					499	4	503	443	32	475
"MS"	2012	"Forrest"		"West Hills"		4	172	371	543					196	390	596	193	374	567
"MS"	2012	"Forrest"		"Highland Park"		4	488	283	771					558	263	832	519	275	794
"MS"	2012	"Forrest"		"Brooklyn"		4	40	350	390					38	388	430	47	367	414
"MS"	2012	"Forrest"		"Carnes"	"*"	4	41	540	581					35	613	656	52	574	626
"MS"	2012	"Forrest"		"Maxie"		4	20	127	147					33	132	165	29	128	157
"MS"	2012	"Forrest"		"Pinecrest"		4	655	518	1173					761	508	1307	699	528	1227
"MS"	2012	"Forrest"		"Thames"		4	432	1356	1788					504	1379	1915	449	1410	1859
"MS"	2012	"Forrest"		"Timberton"		4	105	285	390					212	404	620	102	408	510
"MS"	2012	"Franklin"		"Knoxville"		3		102	135					79	94	174	82	90	172
"MS"	2012	"Franklin"		"Roxie"		3		229	332					314	159	473	273	161	434
"MS"	2012	"Franklin"		"Antioch"		3		233	333					227	175	404	201	178	379
"MS"	2012	"Franklin"		"hamburg"		3		103	175					209	65	275	186	60	246
"MS"	2012	"Franklin"		"Meadville"		3		355	391					71	245	319	77	316	393
"MS"	2012	"Franklin"		"Bude"		3		388	593					462	268	735	422	272	694
"MS"	2012	"Franklin"		"Pine Grove"		3		112	116					13	107	121	13	12	25
"MS"	2012	"Franklin"		"Wesley Chapel"		3		54	92					82	30	112	74	33	107
"MS"	2012	"Franklin"		"Eddiceton"		3		318	346					60	306	372	66	296	362
"MS"	2012	"Franklin"		"Lucien"		3		168	179					24	162	187	22	163	185
"MS"	2012	"Franklin"		"McCall"		3		255	286					74	247	322	61	244	305
"MS"	2012	"Franklin"		"Bad Bayou"		3		352	364					22	344	370	16	344	360
"MS"	2012	"Franklin"		"Cains"		3		203	231					57	197	254	55	195	250
"MS"	2012	"Franklin"		"Whittington"		3		252	262					32	236	275	31	232	263
"MS"	2012	"George"		"Rocky Creek"		4	120	987	1107					84	1096	1194	140	971	1111
"MS"	2012	"George"		"Multi Mart"		4	24	248	272					20	269	296	40	239	279
"MS"	2012	"George"		"Ward"		4	11	239	250					16	259	276	19	241	260
"MS"	2012	"George"		"Shipman"		4	30	230	260					28	266	297	41	226	267
"MS"	2012	"George"		"Courthouse"		4	39	208	247					36	232	271	44	206	250
"MS"	2012	"George"		"Pine Level"		4	31	275	306					27	304	338	32	284	316
"MS"	2012	"George"		"Agricola"		4	74	723	797					43	833	886	85	739	824
"MS"	2012	"George"		"Howell"		4	29	304	333					23	340	364	45	287	332
"MS"	2012	"George"		"Movella"		4	26	259	285					21	305	330	39	266	305
"MS"	2012	"George"		"Multi-Purpose"		4	49	243	292					43	267	311	60	239	299
"MS"	2012	"George"		"Basin"		4	203	590	793					201	678	889	227	615	842
"MS"	2012	"George"		"Davis"		4	33	273	306					32	298	337	51	266	317
"MS"	2012	"George"		"Barton"		4	70	440	510					74	498	580	84	451	535
"MS"	2012	"George"		"City Hall"		4	97	390	487					80	442	534	114	303	417
"MS"	2012	"George"		"Shady Grove"		4	97	600	697					62	679	749	132	572	704
"MS"	2012	"George"		"Bexley"		4	95	317	412					117	339	457	122	308	430
"MS"	2012	"George"		"Salem"		4	15	58	73					16	65	82	19	57	76
"MS"	2012	"George"		"Middle School"		4	190	262	452					236	278	518	219	266	485
"MS"	2012	"George"		"Central"		4	16	134	150					6	149	157	22	132	154
"MS"	2012	"George"		"Benndale"		4	135	347	482					164	385	559	151	343	494
"MS"	2012	"George"		"Broome"		4	13	131	144					5	153	162	16	140	156
"MS"	2012	"George"		"Twin Creek"		4	32	206	238					25	241	269	49	203	252
"MS"	2012	"Greene"		"Leakesville"		4	149	927	1076					133	1020	1173	194	885	1079
"MS"	2012	"Greene"		"North Leakesville"		4	189	112	301					235	109	345	186	107	293
"MS"	2012	"Greene"		"State Line"		4	391	250	641					435	270	711	393	252	645
"MS"	2012	"Greene"		"Mutual Rights"		4	21	168	189					16	197	215	33	164	197
"MS"	2012	"Greene"		"Wade"		4	40	428	468					29	476	509	44	425	469
"MS"	2012	"Greene"		"Jones"		4	7	188	195					5	194	202	11	179	190
"MS"	2012	"Greene"		"Piave"		4	13	315	328					4	343	348	22	310	332
"MS"	2012	"Greene"		"Maples"		4	99	415	514					86	493	586	117	395	512
"MS"	2012	"Greene"		"Vernal"		4	92	441	533					87	495	585	116	407	523
"MS"	2012	"Greene"		"Washington Neely"		4	26	281	307					15	350	371	41	273	314
"MS"	2012	"Greene"		"Leaf"		4	45	79	124					55	82	144	52	81	133
"MS"	2012	"Greene"		"Mclain"		4	179	169	348					208	198	410	203	159	362
"MS"	2012	"Greene"		"Jonathan"		4	24	261	285					17	304	323	50	247	297
"MS"	2012	"Grenada"		"Box 1"		2	109	546	655					82	627	721	92	608	700
"MS"	2012	"Grenada"		"Box 2 Grendada Co"		2	558	245	803					559	303	865	517	306	823
"MS"	2012	"Grenada"		"Box 3 City Auditorium"		2	1089	259	1348					1135	280	1420	1036	304	1340
"MS"	2012	"Grenada"		"Holcomb Community Center"		2	248	491	739					210	580	796	198	553	751
"MS"	2012	"Grenada"		"Box 4"		2	1425	191	1616					1462	217	1682	1353	241	1594
"MS"	2012	"Grenada"		"Box 5"		2	379	859	1238					321	1020	1345	321	963	1284
"MS"	2012	"Grenada"		"The Plant"		2	515	630	1145					504	704	1212	450	707	1157
"MS"	2012	"Grenada"		"Elliott Vol Fire Stateion"		2	101	231	332					72	288	361	66	285	351
"MS"	2012	"Grenada"		"Sweethome Hol#2 Fire Station"		2	129	201	330					123	240	364	121	227	348
"MS"	2012	"Grenada"		"Gore Springs Comm Center"		2	175	306	481					151	359	514	159	342	501
"MS"	2012	"Grenada"		"Futheyville 1st Pentecost"		2	210	418	628					184	476	663	188	461	649
"MS"	2012	"Grenada"		"Providence Gore Springs Community Center"		2			0							0			0
"MS"	2012	"Grenada"		"Mt Nebo Parker's Grocerty"		2			0							0			0
"MS"	2012	"Grenada"		"Pleasant Grove Community Center"		2	331	172	503					335	209	551	307	206	513
"MS"	2012	"Grenada"		"Geeslin"		2	224	564	788					150	683	841	155	654	809
"MS"	2012	"Grenada"		"Hardy"		2	0	0	0					0	0	0	0	0	0
"MS"	2012	"Grenada"		"Millcreek"		2			0							0			0
"MS"	2012	"Hancock"		"Ansley"		4	28	56	84					19	81	101	27	59	86
"MS"	2012	"Hancock"		"Lakeshore"		4	142	413	555					149	500	668	170	426	596
"MS"	2012	"Hancock"		"Clermont Harbor"		4	49	181	230					34	226	265	49	195	244
"MS"	2012	"Hancock"		"Arlington"		4	91	171	262					92	200	294	82	198	280
"MS"	2012	"Hancock"		"Waveland East"		4	251	428	679					296	472	779	175	453	628
"MS"	2012	"Hancock"		"Lee Town"		4	69	496	565					54	571	635	89	491	580
"MS"	2012	"Hancock"		"Flat Top"		4	68	462	530					59	537	604	84	467	551
"MS"	2012	"Hancock"		"Catahoula"		4	19	90	109					14	111	125	19	101	120
"MS"	2012	"Hancock"		"Pearlington"		4	208	284	492					235	309	552	230	280	510
"MS"	2012	"Hancock"		"Bayou Phillip"		4	76	106	182					85	124	209	89	100	189
"MS"	2012	"Hancock"		"Waveland West"		4	276	586	862					275	678	970	269	636	905
"MS"	2012	"Hancock"		"Crane Creek"		4	89	539	628					62	646	714	91	564	655
"MS"	2012	"Hancock"		"Dedeaux"		4	60	303	363					53	366	429	77	328	405
"MS"	2012	"Hancock"		"North Bay West"		4	152	482	634					147	602	769	147	576	723
"MS"	2012	"Hancock"		"Diamondhead East"		4	499	2187	2686					512	2455	3021	523	2338	2861
"MS"	2012	"Hancock"		"Courthouse"		4	55	117	172					50	139	189	42	136	178
"MS"	2012	"Hancock"		"Kiln West"		4	132	444	576					126	519	656	132	475	607
"MS"	2012	"Hancock"		"West Shoreline Park"		4	77	161	238					96	172	273	80	167	247
"MS"	2012	"Hancock"		"City Hall"		4	389	122	511					427	133	572	399	140	539
"MS"	2012	"Hancock"		"South Bay"		4	319	544	863					331	645	992	305	646	951
"MS"	2012	"Hancock"		"North Bay East"		4	214	284	498					214	331	558	200	323	523
"MS"	2012	"Hancock"		"Standard"		4	99	498	597					89	616	715	127	534	661
"MS"	2012	"Hancock"		"Edwardsville"		4	56	258	314					55	298	358	50	281	331
"MS"	2012	"Hancock"		"Fenton"		4	87	470	557					79	566	656	119	490	609
"MS"	2012	"Hancock"		"Kiln East"		4	58	362	420					56	420	490	69	384	453
"MS"	2012	"Hancock"		"Diamondhead West"		4	175	804	979					198	891	1104	182	860	1042
"MS"	2012	"Hancock"		"Garden Isle"		4	112	304	416					110	356	469	111	332	443
"MS"	2012	"Harrison"		"Biloxi 1"		4	23	72	95					25	83	108	23	78	101
"MS"	2012	"Harrison"		"Biloxi 2"		4	126	101	227					144	106	250	127	107	234
"MS"	2012	"Harrison"		"Biloxi 3"		4	206	75	281					227	68	297	201	5	206
"MS"	2012	"Harrison"		"Biloxi 4"		4	522	52	574					569	39	608	515	64	579
"MS"	2012	"Harrison"		"Biloxi 5"		4	84	102	186					94	119	216	82	121	203
"MS"	2012	"Harrison"		"Biloxi 6"		4	117	56	173					146	58	205	115	66	181
"MS"	2012	"Harrison"		"Biloxi 7"		4	116	172	288					134	200	341	119	202	321
"MS"	2012	"Harrison"		"Biloxi 8"		4	197	401	598					216	436	661	188	450	638
"MS"	2012	"Harrison"		"Biloxi Central"		4	91	158	249					98	186	290	79	195	274
"MS"	2012	"Harrison"		"Biloxi Bay"		4	317	482	799					356	540	906	314	542	856
"MS"	2012	"Harrison"		"North Bay"		4	905	1933	2838					906	2146	3092	886	2151	3037
"MS"	2012	"Harrison"		"White Plains"		4	72	457	529					70	527	601	68	516	584
"MS"	2012	"Harrison"		"Poplar Head"		4	34	180	214					37	205	242	37	198	235
"MS"	2012	"Harrison"		"D'Iberville"		4	90	223	313					95	257	355	78	251	329
"MS"	2012	"Harrison"		"Advance"		4	112	599	711					123	679	811	116	645	761
"MS"	2012	"Harrison"		"East Lizana"		4	122	661	783					133	755	895	115	744	859
"MS"	2012	"Harrison"		"East Lyman"		4	289	662	951					328	706	1042	290	720	1010
"MS"	2012	"Harrison"		"E Orange Grove"		4	750	1133	1883					820	1238	2079	727	1262	1989
"MS"	2012	"Harrison"		"Gulfport 4"		4	75	184	259					82	216	298	71	212	283
"MS"	2012	"Harrison"		"Gulfport 5"		4	221	384	605					248	425	685	204	443	647
"MS"	2012	"Harrison"		"Gulfport 7"		4	133	263	396					157	284	451	136	287	423
"MS"	2012	"Harrison"		"Gulfport 11"		4	66	397	463					65	432	505	57	433	490
"MS"	2012	"Harrison"		"Gulfport 12"		4	100	856	956					119	935	1063	91	935	1026
"MS"	2012	"Harrison"		"West Lyman"		4	384	1283	1667					404	1432	1863	366	142	508
"MS"	2012	"Harrison"		"West Orange Grove"		4	776	1850	2626					838	2057	2924	774	2011	2785
"MS"	2012	"Harrison"		"Riceville"		4	15	106	121					18	117	135	16	116	132
"MS"	2012	"Harrison"		"Stonewall"		4	412	980	1392					461	1085	1567	399	1096	1495
"MS"	2012	"Harrison"		"West Handsboro"		4	214	1070	1284					249	1155	1417	210	1176	1386
"MS"	2012	"Harrison"		"West Miss City"		4	74	223	297					87	230	327	73	244	317
"MS"	2012	"Harrison"		"Delisle"		4	410	498	908					440	552	1000	390	573	963
"MS"	2012	"Harrison"		"E Pass Christian"		4	606	576	1182					619	650	1288	574	686	1260
"MS"	2012	"Harrison"		"Westside"		4	193	307	500					211	336	559	187	339	526
"MS"	2012	"Harrison"		"W Pass Christian"		4	304	597	901					302	654	970	282	666	948
"MS"	2012	"Harrison"		"Ladner"		4	146	571	717					154	641	809	135	637	772
"MS"	2012	"Harrison"		"West Lizana"		4	74	372	446					68	427	502	65	420	485
"MS"	2012	"Harrison"		"Long Beach 1"		4	154	422	576					154	474	640	141	482	623
"MS"	2012	"Harrison"		"Long Beach 2"		4	144	589	733					154	655	825	128	658	786
"MS"	2012	"Harrison"		"Long Beach 3"		4	162	531	693					170	603	785	149	601	750
"MS"	2012	"Harrison"		"Long Beach 4"		4	251	693	944					263	773	1052	220	787	1007
"MS"	2012	"Harrison"		"Long Beach 5"		4	266	1193	1459					277	1323	1619	239	1325	1564
"MS"	2012	"Harrison"		"Long Beach 6"		4	151	636	787					148	717	876	122	726	848
"MS"	2012	"Harrison"		"Outside Long Beach"		4	40	287	327					52	318	377	37	325	362
"MS"	2012	"Harrison"		"Pineville"		4	205	923	1128					176	1049	1244	189	1035	1224
"MS"	2012	"Harrison"		"Vidalla"		4	58	281	339					45	345	397	48	327	375
"MS"	2012	"Harrison"		"Gulfport 3"		4	388	82	470					443	69	515	382	87	469
"MS"	2012	"Harrison"		"Gulfport 8"		4	411	192	603					478	178	662	418	199	617
"MS"	2012	"Harrison"		"Gulfport 9"		4	78	51	129					87	54	142	78	59	137
"MS"	2012	"Harrison"		"Gulfport 13"		4	722	175	897					812	159	977	711	191	902
"MS"	2012	"Harrison"		"Gulfport 14"		4	994	129	1123					1150	72	1229	991	141	1132
"MS"	2012	"Harrison"		"Gulfport 16"		4	645	90	735					707	82	794	639	111	750
"MS"	2012	"Harrison"		"East North Gulfport"		4	736	48	784					815	17	832	729	55	784
"MS"	2012	"Harrison"		"Gulfport 15"		4	257	105	362					287	102	391	256	119	375
"MS"	2012	"Harrison"		"North Bel-Aire"		4	1321	913	2234					1436	951	2407	1291	1015	2306
"MS"	2012	"Harrison"		"South Bel-Aire"		4	729	585	1314					821	616	1461	728	644	1372
"MS"	2012	"Harrison"		"West Nort Gpt"		4	1098	59	1157					1293	17	1313	1053	94	1147
"MS"	2012	"Harrison"		"Magnolia Grove"		4	258	64	322					308	53	362	251	64	315
"MS"	2012	"Harrison"		"New Hope"		4	149	278	427					153	309	468	145	307	452
"MS"	2012	"Harrison"		"Biloxi 10"		4	463	874	1337					521	968	1508	469	979	1448
"MS"	2012	"Harrison"		"Biloxi 11"		4	774	1433	2207					860	1581	2480	755	1624	2379
"MS"	2012	"Harrison"		"East Handsboro"		4	223	694	917					273	756	1055	231	778	1009
"MS"	2012	"Harrison"		"East Miss City"		4	508	1254	1762					582	1317	1930	493	1351	1844
"MS"	2012	"Harrison"		"Howard Creek"		4	260	1219	1479					253	1402	1670	228	1372	1600
"MS"	2012	"Harrison"		"Saucier"		4	170	681	851					186	755	954	162	753	915
"MS"	2012	"Harrison"		"Peace"		4	135	1058	1193					120	1216	1347	126	1188	1314
"MS"	2012	"Harrison"		"New Popps Ferry"		4	448	1062	1510					495	1141	1652	445	1146	1591
"MS"	2012	"Harrison"		"Margaret Sherry"		4	521	1279	1800					557	1422	2002	488	1427	1915
"MS"	2012	"Hinds"		"1"		3		311	563					499	167	688	448	203	651
"MS"	2012	"Hinds"		"2"		2	155	11	166					172	1	173	130	14	144
"MS"	2012	"Hinds"		"4"		2	418	6	424					432	1	434	390	12	402
"MS"	2012	"Hinds"		"6"		2	439	46	485					475	46	525	400	58	458
"MS"	2012	"Hinds"		"8"		3		260	373					217	187	416	195	200	395
"MS"	2012	"Hinds"		"9"		3		623	788					352	495	877	308	535	843
"MS"	2012	"Hinds"		"10"		2	293	7	300					307	3	310	246	12	258
"MS"	2012	"Hinds"		"11"		2	353	7	360					371	1	373	308	9	317
"MS"	2012	"Hinds"		"12"		2	157	4	161					166	1	168	139	8	147
"MS"	2012	"Hinds"		"13"		2	522	14	536					549	2	552	471	16	487
"MS"	2012	"Hinds"		"14"		3		512	588					184	444	635	143	470	613
"MS"	2012	"Hinds"		"16"		2	396	83	479	3		177	291	631	211	863	559	236	795
"MS"	2012	"Hinds"		"17"		3		312	419					249	228	487	196	251	447
"MS"	2012	"Hinds"		"18"		2	223	8	231					232	5	239	207	12	219
"MS"	2012	"Hinds"		"19"		2	380	13	393					406	4	410	350	17	367
"MS"	2012	"Hinds"		"20"		2	462	13	475					477	7	484	446	16	462
"MS"	2012	"Hinds"		"21"		2	291	5	296					308	5	313	276	11	287
"MS"	2012	"Hinds"		"22"		2	1083	40	1123					1143	7	1158	982	34	1016
"MS"	2012	"Hinds"		"23"		2	889	23	912					943	6	952	732	24	756
"MS"	2012	"Hinds"		"24"		2	520	18	538					540	15	556	494	22	516
"MS"	2012	"Hinds"		"25"		2	935	27	962					966	27	997	814	49	863
"MS"	2012	"Hinds"		"26"		2	475	16	491					499	12	512	438	32	470
"MS"	2012	"Hinds"		"27"		2	1019	30	1049					1075	4	1086	913	56	969
"MS"	2012	"Hinds"		"28"		2	912	16	928					944	3	949	803	35	838
"MS"	2012	"Hinds"		"29"		2	522	12	534					549	5	555	475	22	497
"MS"	2012	"Hinds"		"30"		2	407	8	415					428	3	431	359	19	378
"MS"	2012	"Hinds"		"31"		2	732	24	756					788	6	796	610	25	635
"MS"	2012	"Hinds"		"32"		3		514	583					152	458	620	112	475	587
"MS"	2012	"Hinds"		"33"		3		693	735					104	654	764	78	655	733
"MS"	2012	"Hinds"		"34"		3		1152	1260					227	1046	1296	182	1085	1267
"MS"	2012	"Hinds"		"35"		3		1098	1207					230	1007	1246	177	1042	1219
"MS"	2012	"Hinds"		"36"		3		405	648					473	275	754	429	283	712
"MS"	2012	"Hinds"		"37"		3		238	396					324	152	484	289	173	462
"MS"	2012	"Hinds"		"38"		2	494	57	551					518	56	575	469	66	535
"MS"	2012	"Hinds"		"39"		2	701	61	762					771	12	783	678	28	706
"MS"	2012	"Hinds"		"40"		2	979	22	1001					1031	7	1039	873	30	903
"MS"	2012	"Hinds"		"41"		2	1356	27	1383					1432	11	1444	1216	51	1267
"MS"	2012	"Hinds"		"42"		2	895	66	961					933	59	997	870	72	942
"MS"	2012	"Hinds"		"43"		2	1061	67	1128					1123	57	1181	1007	90	1097
"MS"	2012	"Hinds"		"44"		3		692	1140					811	476	1304	744	500	1244
"MS"	2012	"Hinds"		"45"		3		1190	1362					321	1100	1436	287	1097	1384
"MS"	2012	"Hinds"		"46"		2	895	1174	2069					977	1195	2190	878	1211	2089
"MS"	2012	"Hinds"		"47"		3		127	350					446	31	479	378	47	425
"MS"	2012	"Hinds"		"49"		2	868	15	883					929	3	935	887	21	908
"MS"	2012	"Hinds"		"50"		2	330	13	343					351	8	361	299	23	322
"MS"	2012	"Hinds"		"51"		2	389	9	398					409	4	414	362	17	379
"MS"	2012	"Hinds"		"52"		2	527	19	546					556	6	567	481	25	506
"MS"	2012	"Hinds"		"54"		2	331	10	341					343	6	350	276	29	305
"MS"	2012	"Hinds"		"55"		2	517	9	526					539	5	545	479	17	496
"MS"	2012	"Hinds"		"56"		2	251	9	260					261	4	265	238	9	247
"MS"	2012	"Hinds"		"57"		2	498	23	521					532	9	544	473	22	495
"MS"	2012	"Hinds"		"58"		2	883	11	894					920	2	925	816	20	836
"MS"	2012	"Hinds"		"59"		2	804	29	833					857	6	864	749	27	776
"MS"	2012	"Hinds"		"60"		2	248	11	259					255	7	262	225	13	238
"MS"	2012	"Hinds"		"61"		2	497	15	512					526	5	532	447	16	463
"MS"	2012	"Hinds"		"62"		2	913	41	954					949	33	990	845	56	901
"MS"	2012	"Hinds"		"63"		2	524	6	530					541	0	543	504	9	513
"MS"	2012	"Hinds"		"64"		2	390	4	394					403	5	408	339	18	357
"MS"	2012	"Hinds"		"67"		2	419	29	448					437	23	461	384	36	420
"MS"	2012	"Hinds"		"68"		2	1363	135	1498					1420	116	1542	1292	146	1438
"MS"	2012	"Hinds"		"69"		2	530	57	587					564	53	618	493	62	555
"MS"	2012	"Hinds"		"70"		2	307	18	325					322	11	334	278	14	292
"MS"	2012	"Hinds"		"71"		2	580	68	648					592	79	677	546	87	633
"MS"	2012	"Hinds"		"72"		2	468	45	513					501	37	538	441	50	491
"MS"	2012	"Hinds"		"73"		2	521	53	574					554	51	607	483	55	538
"MS"	2012	"Hinds"		"74"		2	461	64	525					473	69	549	421	78	499
"MS"	2012	"Hinds"		"75"		2	354	42	396					381	40	425	331	52	383
"MS"	2012	"Hinds"		"76"		2	356	92	448					387	78	469	353	80	433
"MS"	2012	"Hinds"		"77"		2	465	113	578					481	127	612	446	123	569
"MS"	2012	"Hinds"		"78"		3		610	970					608	476	1091	562	488	1050
"MS"	2012	"Hinds"		"79"		2	952	252	1204					1006	256	1270	899	288	1187
"MS"	2012	"Hinds"		"80"		2	1356	42	1398					1420	20	1445	1331	49	1380
"MS"	2012	"Hinds"		"81"		2	1364	52	1416					1428	44	1476	1275	97	1372
"MS"	2012	"Hinds"		"82"		2	920	21	941					955	19	980	868	31	899
"MS"	2012	"Hinds"		"83"		2	1990	36	2026					2077	17	2098	1871	54	1925
"MS"	2012	"Hinds"		"84"		2	190	8	198					196	4	201	179	4	183
"MS"	2012	"Hinds"		"85"		2	1799	29	1828					1889	14	1907	1626	58	1684
"MS"	2012	"Hinds"		"86"		2	866	31	897					922	16	938	832	36	868
"MS"	2012	"Hinds"		"87"		2	601	67	668					632	64	697	559	76	635
"MS"	2012	"Hinds"		"88"		2	1058	60	1118					1094	53	1149	958	82	1040
"MS"	2012	"Hinds"		"89"		2	405	32	437					429	60	494	387	40	427
"MS"	2012	"Hinds"		"90"		2	495	91	586					523	85	614	473	96	569
"MS"	2012	"Hinds"		"91"		2	1327	94	1421					1398	87	1491	1265	115	1380
"MS"	2012	"Hinds"		"92"		2	1350	183	1533					1408	181	1593	1274	192	1466
"MS"	2012	"Hinds"		"93"		2	732	120	852					765	116	885	688	138	826
"MS"	2012	"Hinds"		"94"		2	1545	103	1648					1615	83	1703	1476	118	1594
"MS"	2012	"Hinds"		"95"		2	250	120	370					244	144	392	215	137	352
"MS"	2012	"Hinds"		"96"		2	913	286	1199					943	287	1236	875	295	1170
"MS"	2012	"Hinds"		"97"		2	222	79	301					227	83	311	211	88	299
"MS"	2012	"Hinds"		"B1"		2	1470	671	2141					1526	687	2227	1403	681	2084
"MS"	2012	"Hinds"		"B2"		2	653	1024	1677					661	1044	1723	612	1051	1663
"MS"	2012	"Hinds"		"B3"		2	852	428	1280					857	455	1324	802	464	1266
"MS"	2012	"Hinds"		"B0"		2	807	239	1046					829	252	1088	708	253	961
"MS"	2012	"Hinds"		"BR"		2	210	221	431					214	225	446	187	221	408
"MS"	2012	"Hinds"		"C1"		2	447	695	1142					444	727	1192	388	728	1116
"MS"	2012	"Hinds"		"C2"		2	585	1480	2065					611	1528	2157	547	1544	2091
"MS"	2012	"Hinds"		"C3"		2	754	1146	1900					765	1206	1993	687	1209	1896
"MS"	2012	"Hinds"		"C4"		2	98	95	193					100	96	197	91	99	190
"MS"	2012	"Hinds"		"C5"		2	249	563	812					255	578	850	233	582	815
"MS"	2012	"Hinds"		"C6"		2	653	640	1293					680	661	1359	614	674	1288
"MS"	2012	"Hinds"		"C7"		2	458	901	1359					477	913	1402	423	927	1350
"MS"	2012	"Hinds"		"CA"		2	178	71	249					175	79	255	165	79	244
"MS"	2012	"Hinds"		"CH"		2	352	282	634					354	302	657	305	299	604
"MS"	2012	"Hinds"		"CY"		2	405	51	456					415	54	470	359	63	422
"MS"	2012	"Hinds"		"DG"		2	281	553	834					283	563	853	267	558	825
"MS"	2012	"Hinds"		"ED"		2	1289	336	1625					1335	343	1691	1109	369	1478
"MS"	2012	"Hinds"		"LE"		2	173	274	447					176	288	465	160	270	430
"MS"	2012	"Hinds"		"OB"		2	629	848	1477					653	876	1537	601	870	1471
"MS"	2012	"Hinds"		"PN"		2	922	1070	1992					940	1102	2049	801	1100	1901
"MS"	2012	"Hinds"		"PO"		2	282	187	469					292	190	486	256	191	447
"MS"	2012	"Hinds"		"R1"		2	625	942	1567					651	944	1622	555	934	1489
"MS"	2012	"Hinds"		"R2"		2	689	1051	1740					698	1091	1800	614	1083	1697
"MS"	2012	"Hinds"		"SR"		2	1446	1105	2551					1485	1131	2631	1358	1117	2475
"MS"	2012	"Hinds"		"ST"		2	335	12	347					346	10	356	302	14	316
"MS"	2012	"Hinds"		"T1"		2	989	291	1280					1010	305	1322	907	334	1241
"MS"	2012	"Hinds"		"T2"		2	757	1647	2404					777	1703	2493	735	1639	2374
"MS"	2012	"Hinds"		"TI"		2	219	514	733					217	538	759	197	529	726
"MS"	2012	"Hinds"		"U1"		2	323	296	619					316	316	644	276	305	581
"MS"	2012	"Hinds"		"U2"		2	527	90	617					533	99	634	458	106	564
"MS"	2012	"Holmes"		"Beat 3 Coxburg (A-Z)"		2	58	101	159					55	120	175	46	126	172
"MS"	2012	"Holmes"		"Beat 5 Tohula"		2	1134	88	1222					1240	94	1335	990	147	1137
"MS"	2012	"Holmes"		"Beat 4 Walden Chapel (A-Z)"		2	189	10	199					200	10	213	166	19	185
"MS"	2012	"Holmes"		"Beat 2 Durant"		2	399	149	548					399	178	580	348	193	541
"MS"	2012	"Holmes"		"Beat 5 Lexington"		2	210	182	392					217	192	411	188	198	386
"MS"	2012	"Holmes"		"Beat 1 Lexington"		2	961	98	1059					1019	100	1122	824	136	960
"MS"	2012	"Holmes"		"Beat 5 Cruger (A-Z)"		2	196	64	260					209	65	274	169	72	241
"MS"	2012	"Holmes"		"Beat 2 Sub Durant"		2	407	54	461					434	64	501	371	74	445
"MS"	2012	"Holmes"		"Beat 4 Thornton (A-Z)"		2	292	29	321					302	30	332	269	36	305
"MS"	2012	"Holmes"		"Beat 3 Ebenezer"		2	231	65	296					238	75	315	181	87	268
"MS"	2012	"Holmes"		"Beat 3 Goodman"		2	498	69	567					558	67	632	424	91	515
"MS"	2012	"Holmes"		"1 Acona"		2	474	36	510					513	34	549	433	51	484
"MS"	2012	"Holmes"		"Beat 3 Pickers"		2	647	94	741					690	103	798	529	139	668
"MS"	2012	"Holmes"		"2 Lexington Sandhill"		2	0	0	0					0	0	0	0	0	0
