state	year	county	electiondistrictbeat	precinct	precinct_code	cd	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd2	g2012_USH_dv2	g2012_USH_rv2	g2012_USH_tv2	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	g2012_USS_dv	g2012_USS_rv	g2012_USS_tv
"MS"	2012	"Newton"		"Union #2"		3		422	440					43	411	457	45	406	451
"MS"	2012	"Newton"		"Union #3"		3		286	321					75	292	367	79	273	352
"MS"	2012	"Newton"		"Conehatta"		3		332	398					153	269	425	113	292	405
"MS"	2012	"Newton"		"Decatur #1"		3		270	318					108	250	362	99	244	343
"MS"	2012	"Newton"		"Decatur #1a"		3		244	304					124	231	357	117	222	339
"MS"	2012	"Newton"		"Little Rock"		3		654	692					53	644	709	58	626	684
"MS"	2012	"Newton"		"Hickory"		3		824	953					293	745	1043	270	743	1013
"MS"	2012	"Newton"		"Liberty"		3		112	135					66	94	162	63	95	158
"MS"	2012	"Newton"		"Newton #4"		3		604	841					473	518	999	426	531	957
"MS"	2012	"Noxubee"		"Brooksville"		3		454	819					962	299	1265	727	375	1102
"MS"	2012	"Noxubee"		"Mashulaville"		3		213	296					214	172	392	167	204	371
"MS"	2012	"Noxubee"		"Prarie Point"		3		164	305					469	109	578	360	134	494
"MS"	2012	"Noxubee"		"Shuqualak"		3		239	417					585	174	761	504	199	703
"MS"	2012	"Noxubee"		"Summerville"		3		89	98					21	85	107	19	87	106
"MS"	2012	"Noxubee"		"Earl Nash Gym"		3		347	622					979	229	1212	718	289	1007
"MS"	2012	"Noxubee"		"Vo-Tech"		3		0	0					0	0	0	0	0	0
"MS"	2012	"Noxubee"		"Savannah"		3		52	86					60	41	101	55	40	95
"MS"	2012	"Noxubee"		"Cliftonville"		3		91	253					452	39	492	385	66	451
"MS"	2012	"Noxubee"		"District 3 Central"		3		363	707					1178	177	1356	1011	254	1265
"MS"	2012	"Oktibbeha"		"Bell Schoolhouse"		1	219	111	330					246	104	351	225	114	339
"MS"	2012	"Oktibbeha"		"Central Starkville"		3		356	667					884	208	1105	727	252	979
"MS"	2012	"Oktibbeha"		"East Starkville"		3		192	265					139	151	300	133	154	287
"MS"	2012	"Oktibbeha"		"Gillepsie"		3		488	778					664	364	1039	610	388	998
"MS"	2012	"Oktibbeha"		"Maben"		1	134	91	225					182	99	282	145	116	261
"MS"	2012	"Oktibbeha"		"North Starkville District 2"		3		263	509					602	146	756	552	176	728
"MS"	2012	"Oktibbeha"		"North Starkville District 3"		3		992	1304					677	824	1531	598	879	1477
"MS"	2012	"Oktibbeha"		"Northeast Starkville"		3		296	406					227	230	471	211	243	454
"MS"	2012	"Oktibbeha"		"North Longview"		3		464	538					165	437	615	149	439	588
"MS"	2012	"Oktibbeha"		"Oktoc"		3		289	475					454	217	677	427	232	659
"MS"	2012	"Oktibbeha"		"Osborn"		3		345	605					620	226	859	549	265	814
"MS"	2012	"Oktibbeha"		"South Adaton"		3		256	326					121	231	360	123	229	352
"MS"	2012	"Oktibbeha"		"South Longview"		3		138	163					61	120	183	61	120	181
"MS"	2012	"Oktibbeha"		"Sessums"		3		300	521					624	203	834	546	233	779
"MS"	2012	"Oktibbeha"		"South Starkville"		3		2368	2874					1072	2090	3208	960	2153	3113
"MS"	2012	"Oktibbeha"		"West Starkville"		3		1566	2096					1214	1280	2535	1098	1339	2437
"MS"	2012	"Oktibbeha"		"Sturgis/North Bradley"		1	180	519	699					207	550	767	189	541	730
"MS"	2012	"Oktibbeha"		"Self Creek/Double Springs"		3		361	397					76	348	428	72	354	426
"MS"	2012	"Oktibbeha"		"Hickory Grove/Southeast"		3		588	855					556	505	1078	517	518	1035
"MS"	2012	"Oktibbeha"		"Center Grove/North Adaton"		3		270	363	1	48	31	79	291	263	559	261	273	534
"MS"	2012	"Oktibbeha"		"Craig Springs/South Bradley"		3		166	174	1	4	1	5	13	165	179	10	166	176
"MS"	2012	"Panola"		"Pleasant Mount"		2	291	153	444					308	185	497	272	182	454
"MS"	2012	"Panola"		"East Sardis"		2	120	275	395					94	326	430	98	314	412
"MS"	2012	"Panola"		"West Sardis"		2	623	78	701					709	75	787	612	89	701
"MS"	2012	"Panola"		"Cold Springs"		2	199	64	263					205	75	289	193	77	270
"MS"	2012	"Panola"		"South Springs"		2	954	251	1205					1012	263	1282	899	278	1177
"MS"	2012	"Panola"		"Pleasant Grove"		2	93	137	230					88	153	247	86	148	234
"MS"	2012	"Panola"		"Longtown"		2	152	73	225					158	95	255	149	87	236
"MS"	2012	"Panola"		"Crenshaw"		2	122	329	451					328	149	480	278	144	422
"MS"	2012	"Panola"		"Curbs"	"*"	2	431	79	510					447	85	534	412	88	500
"MS"	2012	"Panola"		"Macedonia-Concorse"		2	253	32	285					260	45	305	254	37	291
"MS"	2012	"Panola"		"Batesville #3"		2	209	398	607					177	477	662	165	465	630
"MS"	2012	"Panola"		"Courtland"		2	873	272	1145					922	313	1241	828	323	1151
"MS"	2012	"Panola"		"Pope"		2	329	452	781					283	553	844	273	527	800
"MS"	2012	"Panola"		"Tocowa"		2	325	505	830					290	580	880	266	563	829
"MS"	2012	"Panola"		"East Batesville #4"		2	161	377	538					144	431	580	128	426	554
"MS"	2012	"Panola"		"Eureka"		2	250	547	797					223	658	889	206	630	836
"MS"	2012	"Panola"		"North Springport"		2	297	346	643					272	435	713	269	407	676
"MS"	2012	"Panola"		"South Springport"		2	351	485	836					325	587	920	313	561	874
"MS"	2012	"Panola"		"Cole's Point"		2	83	215	298					45	281	332	65	240	305
"MS"	2012	"Panola"		"East Batesville"		2	292	777	1069					209	898	1115	191	888	1079
"MS"	2012	"Panola"		"North Batesville #A"		2	331	401	732					308	470	782	297	448	745
"MS"	2012	"Panola"		"North Batesville #B"		2	1007	122	1129					1137	97	1238	988	135	1123
"MS"	2012	"Panola"		"Enon"		2	48	77	125					46	89	136	37	95	132
"MS"	2012	"Panola"		"Como"	"*"	2	978	309	1287					1089	309	1405	964	319	1283
"MS"	2012	"Pearl River"	1	"Whitesand Beat 1"		4	218	97	315					259	98	364	220	115	335
"MS"	2012	"Pearl River"	1	"Derby Beat 1"		4	88	317	405					87	367	461	102	323	425
"MS"	2012	"Pearl River"	1	"Picayune Beat 1 Eastside Annex"		4	373	259	632					425	271	701	405	255	660
"MS"	2012	"Pearl River"	1	"Poplarville Beat 1"		4	209	319	528					249	341	598	230	328	558
"MS"	2012	"Pearl River"	1	"Picayune Beat 1 Southside"		4	969	300	1269					1152	289	1448	1035	280	1315
"MS"	2012	"Pearl River"	2	"Mill Creek Beat 2"		4	54	446	500					49	513	571	69	447	516
"MS"	2012	"Pearl River"	2	"Poplarville Beat 2"		4	72	429	501					77	462	546	88	421	509
"MS"	2012	"Pearl River"	2	"Oak Hill Beat 2"		4	53	474	527					48	525	585	52	483	535
"MS"	2012	"Pearl River"	2	"Buck Branch Beat 2"		4	76	406	482					53	470	529	82	397	479
"MS"	2012	"Pearl River"	2	"Ford's Creek Beat 2"		4	26	121	147					23	136	162	28	120	148
"MS"	2012	"Pearl River"	2	"Byrdine Beat 2"		4	12	149	161					11	158	171	17	141	158
"MS"	2012	"Pearl River"	2	"Picayune Beat 2"		4	120	886	1006					141	951	1109	154	866	1020
"MS"	2012	"Pearl River"	2	"Hanleyfiled Beat 2"		4	88	600	688					74	669	753	98	593	691
"MS"	2012	"Pearl River"	2	"Whitesand Beat 2"		4	23	146	169					14	177	192	21	156	177
"MS"	2012	"Pearl River"	3	"Ozona Beat 3"		4	82	578	660					80	643	740	114	559	673
"MS"	2012	"Pearl River"	3	"Ceasar Beat 3"		4	36	371	407					30	406	437	40	373	413
"MS"	2012	"Pearl River"	3	"Savannah Beat 3"		4	39	387	426					29	446	486	52	393	445
"MS"	2012	"Pearl River"	3	"Steep Hollow Beat 3"		4	62	378	440					53	429	491	77	389	466
"MS"	2012	"Pearl River"	3	"Progress Beat 3"		4	25	197	222					18	235	259	25	211	236
"MS"	2012	"Pearl River"	3	"Poplarville Beat 3"		4	103	552	655					101	627	741	125	572	697
"MS"	2012	"Pearl River"	3	"Hickorty Grove Beat 3"		4	9	93	102					12	104	116	10	105	115
"MS"	2012	"Pearl River"	3	"Gumpond Beat 3"		4	79	506	585					73	561	642	85	509	594
"MS"	2012	"Pearl River"	3	"Mcneill Beat 3"		4	71	488	559					62	563	634	90	484	574
"MS"	2012	"Pearl River"	4	"Pine Grove Beat 4"		4	116	840	956					108	936	1061	144	824	968
"MS"	2012	"Pearl River"	4	"Nicholson Beat 4"		4	111	487	598					117	558	687	140	473	613
"MS"	2012	"Pearl River"	4	"Salem Beat 4"		4	162	1156	1318					160	1270	1444	218	1115	1333
"MS"	2012	"Pearl River"	4	"Picayune Beat 4 West"		4	56	421	477					55	458	515	55	428	483
"MS"	2012	"Pearl River"	4	"Picayune Beat 4 east"		4	86	330	416					95	365	467	107	318	425
"MS"	2012	"Pearl River"	5	"Carrriere Beat 5"		4	207	872	1079					219	993	1232	259	862	1121
"MS"	2012	"Pearl River"	5	"Sycamore Beat 5"		4	78	589	667					76	649	743	97	584	681
"MS"	2012	"Pearl River"	5	"Anchor Lake/West Union Beat 5"		4	85	564	649					82	637	731	107	560	667
"MS"	2012	"Pearl River"	5	"Hide-A-Way/North Hill Beat 5"		4	158	1139	1297					180	1228	1424	195	1128	1323
"MS"	2012	"Pearl River"	5	"Picayune Beat 5"		4	141	945	1086					154	1014	1184	161	920	1081
"MS"	2012	"Perry"		"Indian Springs"	"1010"	4	133	154	287					158	155	314	145	159	304
"MS"	2012	"Perry"		"New Augusta Community Center"	"1020"	4	117	89	206					147	89	238	122	100	222
"MS"	2012	"Perry"		"Beaumont District 1"	"1030"	4	302	112	414					386	101	487	323	116	439
"MS"	2012	"Perry"		"Runnelstown"	"2040"	4	52	758	810					52	844	904	63	797	860
"MS"	2012	"Perry"		"Prospect"	"2050"	4	24	211	235					23	242	267	24	216	240
"MS"	2012	"Perry"		"Richton Holly Street"	"3060"	4	83	288	371					101	292	398	86	288	374
"MS"	2012	"Perry"		"Richton City Hall"	"3070"	4	78	665	743					79	718	811	82	669	751
"MS"	2012	"Perry"		"Richton Multi Purpose"	"4080"	4	204	180	384					232	199	437	209	202	411
"MS"	2012	"Perry"		"Hintonville"	"4090"	4	72	162	234					91	174	269	83	163	246
"MS"	2012	"Perry"		"Arlington"	"4010"	4	362	66	428					78	388	473	83	362	445
"MS"	2012	"Perry"		"Courthouse"	"5110"	4	33	228	261					35	259	294	43	230	273
"MS"	2012	"Perry"		"Beaumont senior Citizens"	"5120"	4	43	114	157					53	132	188	50	123	173
"MS"	2012	"Perry"		"Thompson Hill"	"5130"	4	3	54	57					7	56	65	6	55	61
"MS"	2012	"Perry"		"Janice"	"5140"	4	57	367	424					70	420	494	70	389	459
"MS"	2012	"Perry"		"Deep Creek"	"5150"	4	12	59	71					15	68	83	14	66	80
"MS"	2012	"Pike"		"Progress Library"	"1"	3		435	650					477	335	816	425	344	769
"MS"	2012	"Pike"		"Leggett Community"	"2"	3		294	521					505	171	682	456	190	646
"MS"	2012	"Pike"		"Pike Baptist Association Buliding"	"3"	3		576	762					378	494	883	349	508	857
"MS"	2012	"Pike"		"Mepa Bldg. Hwy 98 East"	"4"	3		303	374					159	267	429	147	270	417
"MS"	2012	"Pike"		"Pleasant Grove Baptist Church"	"5"	3		118	301					362	44	407	321	62	383
"MS"	2012	"Pike"		"Jewel Rushing Community Center"	"6"	3		157	307					304	99	407	257	125	382
"MS"	2012	"Pike"		"S Pike Comm. Ctr."	"7"	3		102	251					369	7	378	341	19	360
"MS"	2012	"Pike"		"Alpha Center"	"8"	3		176	404					505	95	601	444	115	559
"MS"	2012	"Pike"		"Fernwood School"	"9"	3		278	472					428	176	609	383	195	578
"MS"	2012	"Pike"		"Magnolia Comm Ctr."	"10"	3		400	699					684	262	949	584	298	882
"MS"	2012	"Pike"		"Courthouse"	"11"	3		338	496					292	277	573	260	281	541
"MS"	2012	"Pike"		"Courthouse"	"12"	3		88	201					253	45	304	229	47	276
"MS"	2012	"Pike"		"Holmesville Comm."	"13"	3		371	517					332	304	641	304	305	609
"MS"	2012	"Pike"		"Calvary Baptist Church"	"14"	3		504	580					193	452	649	179	442	621
"MS"	2012	"Pike"		"Old Jones School"	"15"	3		412	487					120	394	519	108	388	496
"MS"	2012	"Pike"		"New Hope Baptist School"	"16"	3		158	526					728	26	755	646	62	708
"MS"	2012	"Pike"		"Entergy"	"17"	3		188	286					207	153	363	179	159	338
"MS"	2012	"Pike"		"Summit Learn Ctr."	"18"	3		121	222					222	68	292	209	69	278
"MS"	2012	"Pike"		"Summit City Hall"	"19"	3		440	608					385	351	740	349	367	716
"MS"	2012	"Pike"		"Southwest BSU Bldg"	"20"	3		616	712					251	525	784	247	523	770
"MS"	2012	"Pike"		"Johnston Chapel Meth."	"21"	3		713	774					103	693	805	97	686	783
"MS"	2012	"Pike"		"Pisgah Methodist Church"	"22"	3		373	418					84	362	449	76	355	431
"MS"	2012	"Pike"		"Legacy Motors"	"23"	3		466	556					164	432	598	144	439	583
"MS"	2012	"Pike"		"Mik Center"	"24"	3		117	383					613	2	622	534	32	566
"MS"	2012	"Pike"		"Pike Co. Nat. Bank"	"25"	3		317	366					120	282	411	109	280	389
"MS"	2012	"Pike"		"American Legion Hut"	"26"	3		301	367					113	287	405	101	283	384
"MS"	2012	"Pike"		"Storehouse Church"	"27"	3		142	198					96	120	218	93	119	212
"MS"	2012	"Pike"		"Church of Christ"	"28"	3		384	559					334	316	656	283	349	632
"MS"	2012	"Pike"		"West McComb Baptist Church"	"29"	3		468	617					269	421	697	252	426	678
