state	year	county	county_code	ed	precinct	cd	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	g2012_USS_dv	g2012_USS_rv	g2012_USS_tv	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv
"MD"	2012	"Baltimore_City"	3	13	7	7	728	7	744	602	11	705	684	11	704
"MD"	2012	"Baltimore_City"	3	13	8	7	841	8	863	681	10	820	791	14	827
"MD"	2012	"Baltimore_City"	3	13	9	7	530	4	546	421	13	503	500	10	517
"MD"	2012	"Baltimore_City"	3	13	10	7	819	21	846	658	19	815	777	18	812
"MD"	2012	"Baltimore_City"	3	13	11	7	812	225	1106	731	112	1082	818	165	1057
"MD"	2012	"Baltimore_City"	3	13	12	3	456	128	634	399	59	615	474	81	599
"MD"	2012	"Baltimore_City"	3	14	1	7	355	21	388	298	14	362	321	21	359
"MD"	2012	"Baltimore_City"	3	14	2	7	651	41	716	580	27	698	629	35	693
"MD"	2012	"Baltimore_City"	3	14	3	7	405	6	413	343	10	402	384	4	392
"MD"	2012	"Baltimore_City"	3	14	4	7	929	23	966	733	18	897	853	24	902
"MD"	2012	"Baltimore_City"	3	14	5	7	230	0	231	194	2	218	218	2	221
"MD"	2012	"Baltimore_City"	3	15	1	7	712	8	724	524	13	699	677	7	696
"MD"	2012	"Baltimore_City"	3	15	2	7	389	4	394	324	5	388	365	3	380
"MD"	2012	"Baltimore_City"	3	15	3	7	1030	13	1047	847	25	998	966	15	997
"MD"	2012	"Baltimore_City"	3	15	4	7	376	6	387	316	5	365	362	5	370
"MD"	2012	"Baltimore_City"	3	15	5	7	541	11	554	457	11	544	520	6	539
"MD"	2012	"Baltimore_City"	3	15	6	7	830	7	842	700	5	817	807	7	826
"MD"	2012	"Baltimore_City"	3	15	7	7	626	5	633	511	8	616	598	5	610
"MD"	2012	"Baltimore_City"	3	15	8	7	307	9	317	258	12	313	300	6	310
"MD"	2012	"Baltimore_City"	3	15	9	7	1112	12	1130	896	19	1092	1053	13	1089
"MD"	2012	"Baltimore_City"	3	15	10	7	635	9	651	518	19	631	601	11	625
"MD"	2012	"Baltimore_City"	3	15	11	7	585	5	596	472	5	567	549	9	571
"MD"	2012	"Baltimore_City"	3	15	12	7	126	1	127	104	0	118	114	3	120
"MD"	2012	"Baltimore_City"	3	15	13	7	354	1	355	298	1	341	331	2	336
"MD"	2012	"Baltimore_City"	3	15	14	7	630	5	636	519	5	610	592	5	603
"MD"	2012	"Baltimore_City"	3	15	15	7	343	1	345	299	3	334	317	4	325
"MD"	2012	"Baltimore_City"	3	15	16	7	396	3	399	318	4	371	368	3	378
"MD"	2012	"Baltimore_City"	3	15	17	7	857	7	867	701	10	820	798	6	809
"MD"	2012	"Baltimore_City"	3	15	18	7	602	1	609	481	9	561	549	9	565
"MD"	2012	"Baltimore_City"	3	15	19	7	873	5	880	725	12	812	785	6	798
"MD"	2012	"Baltimore_City"	3	15	20	7	1087	4	1095	897	16	1047	1012	12	1041
"MD"	2012	"Baltimore_City"	3	15	21	7	456	1	460	376	4	441	424	4	437
"MD"	2012	"Baltimore_City"	3	15	22	7	635	6	643	498	12	590	556	11	577
"MD"	2012	"Baltimore_City"	3	15	23	7	810	3	815	678	11	779	751	10	770
"MD"	2012	"Baltimore_City"	3	15	24	7	847	6	854	697	11	810	766	8	785
"MD"	2012	"Baltimore_City"	3	15	25	7	355	0	356	278	2	333	315	3	325
"MD"	2012	"Baltimore_City"	3	16	1	7	422	1	423	350	6	400	382	4	392
"MD"	2012	"Baltimore_City"	3	16	2	7	610	3	615	493	9	571	554	2	564
"MD"	2012	"Baltimore_City"	3	16	3	7	421	1	423	346	6	403	379	3	386
"MD"	2012	"Baltimore_City"	3	16	4	7	273	2	275	236	3	269	257	3	263
"MD"	2012	"Baltimore_City"	3	16	5	7	839	9	852	682	12	802	784	11	806
"MD"	2012	"Baltimore_City"	3	16	6	7	747	7	757	622	13	733	702	11	723
"MD"	2012	"Baltimore_City"	3	16	7	7	446	2	450	382	4	437	418	4	434
"MD"	2012	"Baltimore_City"	3	16	8	7	641	2	644	549	5	622	613	3	622
"MD"	2012	"Baltimore_City"	3	16	9	7	759	4	764	601	9	713	697	4	712
"MD"	2012	"Baltimore_City"	3	16	10	7	447	2	451	366	5	431	421	2	437
"MD"	2012	"Baltimore_City"	3	16	11	7	337	1	340	269	5	328	309	4	318
"MD"	2012	"Baltimore_City"	3	16	12	7	841	9	854	701	7	820	786	13	809
"MD"	2012	"Baltimore_City"	3	16	13	7	752	6	760	613	10	724	705	11	726
"MD"	2012	"Baltimore_City"	3	16	14	7	1245	12	1261	1036	15	1209	1186	10	1211
"MD"	2012	"Baltimore_City"	3	17	1	7	751	20	773	610	15	716	687	21	717
"MD"	2012	"Baltimore_City"	3	17	2	7	601	4	607	497	9	564	561	4	575
"MD"	2012	"Baltimore_City"	3	18	1	7	511	1	517	410	9	479	472	9	487
"MD"	2012	"Baltimore_City"	3	18	2	7	693	47	755	551	44	710	642	42	705
"MD"	2012	"Baltimore_City"	3	19	1	7	636	2	645	538	5	619	601	8	618
"MD"	2012	"Baltimore_City"	3	19	2	7	694	70	791	589	52	766	689	48	759
"MD"	2012	"Baltimore_City"	3	20	1	7	784	5	790	627	7	728	719	7	737
"MD"	2012	"Baltimore_City"	3	20	2	7	294	8	303	244	9	279	273	5	280
"MD"	2012	"Baltimore_City"	3	20	3	7	956	6	966	771	11	905	874	14	906
"MD"	2012	"Baltimore_City"	3	20	4	7	125	3	128	116	4	127	122	5	128
"MD"	2012	"Baltimore_City"	3	20	5	7	483	3	487	407	9	471	455	3	465
"MD"	2012	"Baltimore_City"	3	20	6	7	1292	5	1306	1039	17	1214	1190	8	1218
"MD"	2012	"Baltimore_City"	3	20	7	7	821	29	858	676	21	822	783	19	812
"MD"	2012	"Baltimore_City"	3	20	8	7	252	11	266	206	6	261	251	9	262
"MD"	2012	"Baltimore_City"	3	20	9	7	215	48	266	172	28	262	204	38	252
"MD"	2012	"Baltimore_City"	3	20	10	7	164	29	194	122	24	184	151	22	177
"MD"	2012	"Baltimore_City"	3	20	11	7	603	63	677	472	41	636	565	40	630
"MD"	2012	"Baltimore_City"	3	21	1	3	299	69	395	267	52	384	293	59	376
"MD"	2012	"Baltimore_City"	3	21	2	7	582	66	682	474	39	653	572	59	650
"MD"	2012	"Baltimore_City"	3	21	3	3	700	108	827	557	59	762	633	65	731
"MD"	2012	"Baltimore_City"	3	21	4	3	200	32	235	154	21	225	195	23	223
"MD"	2012	"Baltimore_City"	3	22	1	7	322	144	475	287	88	461	297	109	431
"MD"	2012	"Baltimore_City"	3	22	2	3	490	260	782	462	147	764	515	202	748
"MD"	2012	"Baltimore_City"	3	23	1	3	420	241	689	345	157	655	411	198	644
"MD"	2012	"Baltimore_City"	3	23	2	3	403	107	522	347	72	506	391	77	489
"MD"	2012	"Baltimore_City"	3	23	3	3	534	311	894	429	190	860	537	243	840
"MD"	2012	"Baltimore_City"	3	24	1	3	239	126	380	210	83	370	240	102	366
"MD"	2012	"Baltimore_City"	3	24	2	3	242	168	421	208	106	416	242	136	402
"MD"	2012	"Baltimore_City"	3	24	3	3	507	367	906	451	215	883	560	257	856
"MD"	2012	"Baltimore_City"	3	24	4	3	739	522	1314	623	273	1269	784	388	1246
"MD"	2012	"Baltimore_City"	3	24	5	3	865	685	1617	727	399	1564	927	483	1514
"MD"	2012	"Baltimore_City"	3	25	1	7	1046	59	1115	880	43	1093	1028	42	1086
"MD"	2012	"Baltimore_City"	3	25	2	7	764	30	799	631	30	771	734	25	765
"MD"	2012	"Baltimore_City"	3	25	3	3	419	326	777	333	166	763	487	200	732
"MD"	2012	"Baltimore_City"	3	25	4	3	542	362	940	458	188	920	639	194	879
"MD"	2012	"Baltimore_City"	3	25	5	2	837	115	959	694	74	919	772	95	889
"MD"	2012	"Baltimore_City"	3	25	6	2	506	1	509	420	7	477	450	12	465
"MD"	2012	"Baltimore_City"	3	25	7	2	221	24	247	193	13	234	199	22	226
"MD"	2012	"Baltimore_City"	3	25	8	2	1060	6	1075	882	22	1029	908	47	969
"MD"	2012	"Baltimore_City"	3	25	9	2	650	2	655	528	7	607	548	23	580
"MD"	2012	"Baltimore_City"	3	25	10	2	716	2	720	584	8	679	601	24	634
"MD"	2012	"Baltimore_City"	3	25	11	2	164	96	267	132	57	256	172	66	248
"MD"	2012	"Baltimore_City"	3	25	12	2	359	154	532	299	76	523	388	107	518
"MD"	2012	"Baltimore_City"	3	25	13	2	176	75	253	137	44	249	169	57	239
"MD"	2012	"Baltimore_City"	3	25	14	2	394	42	446	323	29	432	352	48	412
"MD"	2012	"Baltimore_City"	3	25	15	2	397	72	476	338	39	458	383	54	449
"MD"	2012	"Baltimore_City"	3	25	16	2	392	144	547	308	73	525	367	112	502
"MD"	2012	"Baltimore_City"	3	25	17	7	103	42	151	81	25	144	106	31	147
"MD"	2012	"Baltimore_City"	3	25	18	7	87	21	113	70	12	111	81	16	103
"MD"	2012	"Baltimore_City"	3	26	1	2	78	58	140	73	24	138	95	38	137
"MD"	2012	"Baltimore_City"	3	26	2	2	544	117	668	473	48	641	516	88	620
"MD"	2012	"Baltimore_City"	3	26	3	2	291	212	517	246	107	500	294	151	477
"MD"	2012	"Baltimore_City"	3	26	4	2	258	161	432	205	72	419	272	100	399
"MD"	2012	"Baltimore_City"	3	26	5	3	132	87	223	102	46	206	153	47	203
"MD"	2012	"Baltimore_City"	3	26	6	3	249	123	385	209	47	359	282	54	348
"MD"	2012	"Baltimore_City"	3	26	7	3	215	91	315	174	43	306	234	53	299
"MD"	2012	"Baltimore_City"	3	26	8	3	191	145	351	164	91	342	204	108	336
"MD"	2012	"Baltimore_City"	3	26	9	3	657	432	1141	518	236	1109	689	314	1080
"MD"	2012	"Baltimore_City"	3	26	10	3	625	179	833	518	95	796	606	120	769
"MD"	2012	"Baltimore_City"	3	26	11	3	220	106	339	183	43	324	243	47	313
"MD"	2012	"Baltimore_City"	3	26	12	7	260	6	268	217	6	253	240	8	252
"MD"	2012	"Baltimore_City"	3	26	13	3	193	173	382	155	57	369	242	93	350
"MD"	2012	"Baltimore_City"	3	26	14	3	178	108	292	157	41	288	204	57	268
"MD"	2012	"Baltimore_City"	3	26	15	2	614	17	635	500	17	603	535	35	580
"MD"	2012	"Baltimore_City"	3	26	16	2	471	3	477	377	6	469	425	15	443
"MD"	2012	"Baltimore_City"	3	26	17	3	160	5	165	142	4	156	132	5	139
"MD"	2012	"Baltimore_City"	3	26	18	3	499	21	526	418	15	497	467	14	487
"MD"	2012	"Baltimore_City"	3	26	19	7	667	20	688	556	21	658	630	12	653
"MD"	2012	"Baltimore_City"	3	26	20	7	327	12	340	270	18	329	303	12	323
"MD"	2012	"Baltimore_City"	3	26	21	3	442	8	453	347	4	431	392	12	414
"MD"	2012	"Baltimore_City"	3	26	22	2	293	20	313	243	13	303	265	28	296
"MD"	2012	"Baltimore_City"	3	26	23	2	458	17	475	400	13	461	410	28	443
"MD"	2012	"Baltimore_City"	3	26	24	2	820	18	843	705	14	805	734	31	776
"MD"	2012	"Baltimore_City"	3	26	25	2	544	18	568	449	15	546	488	31	525
"MD"	2012	"Baltimore_City"	3	26	26	2	616	98	725	489	56	700	570	86	678
"MD"	2012	"Baltimore_City"	3	26	27	2	490	59	553	427	34	545	459	54	522
"MD"	2012	"Baltimore_City"	3	26	28	2	385	15	403	344	10	398	362	22	390
"MD"	2012	"Baltimore_City"	3	26	29	2	1425	63	1497	1218	37	1462	1321	77	1417
"MD"	2012	"Baltimore_City"	3	26	30	2	334	83	422	280	39	411	318	69	402
"MD"	2012	"Baltimore_City"	3	26	31	2	243	116	367	205	59	360	252	82	352
"MD"	2012	"Baltimore_City"	3	26	32	2	788	30	824	642	27	787	693	47	752
"MD"	2012	"Baltimore_City"	3	26	33	2	695	22	721	566	18	685	615	33	655
"MD"	2012	"Baltimore_City"	3	27	1	2	843	133	986	706	66	958	755	138	913
"MD"	2012	"Baltimore_City"	3	27	2	3	289	67	374	259	36	364	294	38	349
"MD"	2012	"Baltimore_City"	3	27	3	3	250	45	309	203	36	300	252	29	295
"MD"	2012	"Baltimore_City"	3	27	4	3	226	62	296	189	42	292	225	51	286
"MD"	2012	"Baltimore_City"	3	27	5	3	879	223	1134	729	121	1108	871	158	1080
"MD"	2012	"Baltimore_City"	3	27	6	2	1124	163	1306	947	91	1266	1044	139	1213
"MD"	2012	"Baltimore_City"	3	27	7	2	519	76	597	416	47	578	482	65	562
"MD"	2012	"Baltimore_City"	3	27	8	2	883	240	1141	723	111	1105	867	174	1078
"MD"	2012	"Baltimore_City"	3	27	9	3	584	177	778	488	116	763	582	132	751
"MD"	2012	"Baltimore_City"	3	27	10	3	222	160	392	167	93	381	233	119	373
"MD"	2012	"Baltimore_City"	3	27	11	3	810	428	1281	685	220	1260	877	268	1220
"MD"	2012	"Baltimore_City"	3	27	12	3	180	109	299	143	52	287	195	76	283
"MD"	2012	"Baltimore_City"	3	27	13	3	1075	208	1309	898	120	1271	1023	153	1217
"MD"	2012	"Baltimore_City"	3	27	14	7	851	297	1193	719	169	1160	844	227	1133
"MD"	2012	"Baltimore_City"	3	27	15	7	803	84	897	683	49	872	774	63	868
"MD"	2012	"Baltimore_City"	3	27	16	7	292	50	358	252	28	353	306	30	346
"MD"	2012	"Baltimore_City"	3	27	17	7	537	70	622	440	43	610	513	55	598
"MD"	2012	"Baltimore_City"	3	27	18	7	745	89	856	630	42	831	727	65	823
"MD"	2012	"Baltimore_City"	3	27	19	7	326	7	338	279	9	329	322	3	327
"MD"	2012	"Baltimore_City"	3	27	20	3	899	45	950	726	31	926	833	41	887
"MD"	2012	"Baltimore_City"	3	27	21	7	995	26	1029	855	24	1009	966	24	1002
"MD"	2012	"Baltimore_City"	3	27	22	7	986	27	1016	835	17	985	949	23	983
"MD"	2012	"Baltimore_City"	3	27	23	7	270	8	280	226	7	275	262	8	273
"MD"	2012	"Baltimore_City"	3	27	24	7	235	3	239	192	4	232	223	2	228
"MD"	2012	"Baltimore_City"	3	27	25	7	510	9	523	427	10	507	493	9	507
"MD"	2012	"Baltimore_City"	3	27	26	7	353	23	384	289	15	376	345	11	369
"MD"	2012	"Baltimore_City"	3	27	27	7	631	5	642	522	7	626	611	4	628
"MD"	2012	"Baltimore_City"	3	27	28	7	500	7	510	430	8	502	482	10	501
"MD"	2012	"Baltimore_City"	3	27	29	7	380	2	383	325	4	377	361	2	367
"MD"	2012	"Baltimore_City"	3	27	30	7	598	10	614	502	6	596	571	10	589
"MD"	2012	"Baltimore_City"	3	27	31	7	903	23	931	779	14	911	853	22	889
"MD"	2012	"Baltimore_City"	3	27	32	3	954	107	1089	804	66	1059	916	85	1036
"MD"	2012	"Baltimore_City"	3	27	33	7	910	75	1003	769	49	975	858	62	950
"MD"	2012	"Baltimore_City"	3	27	34	7	727	11	746	586	14	703	667	12	692
"MD"	2012	"Baltimore_City"	3	27	35	7	1188	12	1211	997	14	1165	1121	12	1156
"MD"	2012	"Baltimore_City"	3	27	36	7	446	7	457	379	10	444	430	8	445
"MD"	2012	"Baltimore_City"	3	27	37	3	248	135	391	238	74	384	279	89	380
"MD"	2012	"Baltimore_City"	3	27	38	3	572	81	679	510	56	647	550	63	631
"MD"	2012	"Baltimore_City"	3	27	39	3	353	145	505	325	81	501	389	97	497
"MD"	2012	"Baltimore_City"	3	27	40	3	520	346	889	479	202	875	570	244	849
"MD"	2012	"Baltimore_City"	3	27	41	3	676	281	994	627	148	971	724	215	963
"MD"	2012	"Baltimore_City"	3	27	42	3	633	285	944	603	162	933	682	204	915
"MD"	2012	"Baltimore_City"	3	27	43	3	322	100	429	320	39	425	352	51	414
"MD"	2012	"Baltimore_City"	3	27	44	3	482	173	683	464	90	675	530	125	672
"MD"	2012	"Baltimore_City"	3	27	45	3	741	216	986	703	115	972	763	170	962
"MD"	2012	"Baltimore_City"	3	27	46	3	361	125	499	347	60	498	389	84	491
"MD"	2012	"Baltimore_City"	3	27	47	3	393	151	565	335	66	547	415	90	535
"MD"	2012	"Baltimore_City"	3	27	48	7	391	29	428	335	23	413	366	30	408
"MD"	2012	"Baltimore_City"	3	27	49	3	1073	332	1443	1086	162	1419	1158	195	1393
"MD"	2012	"Baltimore_City"	3	27	50	3	569	65	651	518	35	645	562	50	636
"MD"	2012	"Baltimore_City"	3	27	51	7	104	6	113	91	1	99	93	2	96
"MD"	2012	"Baltimore_City"	3	27	52	7	1123	11	1140	926	17	1095	1062	21	1098
"MD"	2012	"Baltimore_City"	3	27	53	7	727	4	733	600	9	696	672	13	689
"MD"	2012	"Baltimore_City"	3	27	54	7	221	3	224	177	5	215	210	3	214
"MD"	2012	"Baltimore_City"	3	27	55	7	381	1	386	332	3	375	370	2	375
"MD"	2012	"Baltimore_City"	3	27	56	7	463	2	467	365	10	442	423	4	436
"MD"	2012	"Baltimore_City"	3	27	57	7	794	0	801	620	9	756	729	7	745
"MD"	2012	"Baltimore_City"	3	27	58	7	273	4	277	228	5	269	260	4	265
"MD"	2012	"Baltimore_City"	3	27	59	7	347	6	354	297	6	344	327	5	340
"MD"	2012	"Baltimore_City"	3	27	60	7	433	102	541	415	34	512	439	45	496
"MD"	2012	"Baltimore_City"	3	27	61	7	258	67	327	244	33	316	257	44	303
"MD"	2012	"Baltimore_City"	3	27	62	3	337	351	695	400	187	668	434	188	635
"MD"	2012	"Baltimore_City"	3	27	63	3	448	307	767	496	164	738	537	164	712
"MD"	2012	"Baltimore_City"	3	27	64	3	330	499	846	528	202	824	558	219	801
"MD"	2012	"Baltimore_City"	3	27	65	3	601	853	1475	931	373	1445	983	374	1382
"MD"	2012	"Baltimore_City"	3	27	66	3	352	651	1016	608	283	983	641	283	937
"MD"	2012	"Baltimore_City"	3	27	67	3	604	295	916	642	132	879	682	135	829
"MD"	2012	"Baltimore_City"	3	28	1	7	518	19	544	443	19	533	500	14	522
"MD"	2012	"Baltimore_City"	3	28	2	7	866	13	887	732	17	861	835	15	859
"MD"	2012	"Baltimore_City"	3	28	3	7	192	3	196	136	5	189	190	3	193
"MD"	2012	"Baltimore_City"	3	28	4	7	294	9	308	229	6	298	285	5	298
"MD"	2012	"Baltimore_City"	3	28	5	7	672	7	683	538	11	661	628	15	654
"MD"	2012	"Baltimore_City"	3	28	6	7	980	22	1006	772	23	981	935	17	974
"MD"	2012	"Baltimore_City"	3	28	7	7	527	4	531	421	7	513	493	3	508
"MD"	2012	"Baltimore_City"	3	28	8	7	573	6	581	459	10	561	546	6	560
"MD"	2012	"Baltimore_City"	3	28	9	7	810	34	852	678	27	821	766	30	805
"MD"	2012	"Baltimore_City"	3	28	10	7	814	60	888	685	44	868	795	47	861
"MD"	2012	"Baltimore_City"	3	28	11	7	658	25	696	562	22	677	624	26	662
"MD"	2012	"Baltimore_City"	3	28	12	7	157	5	163	134	5	159	152	4	160
"MD"	2012	"Baltimore_City"	3	28	13	7	466	11	480	375	10	453	439	8	454
"MD"	2012	"Baltimore_City"	3	28	14	7	283	9	292	246	9	280	274	8	285
"MD"	2012	"Baltimore_City"	3	28	15	7	963	197	1190	808	152	1175	957	167	1172
"MD"	2012	"Baltimore"	4	1	1	7	1846	149	2025	1537	104	1976	1798	119	1974
"MD"	2012	"Baltimore"	4	1	2	7	793	118	918	696	67	904	795	85	898
"MD"	2012	"Baltimore"	4	1	3	7	1154	413	1605	950	319	1587	1136	366	1561
"MD"	2012	"Baltimore"	4	1	4	7	1031	376	1435	861	251	1406	1036	315	1391
"MD"	2012	"Baltimore"	4	1	5	7	1527	349	1925	1322	219	1884	1534	251	1850
"MD"	2012	"Baltimore"	4	1	6	7	1811	178	2012	1563	122	1976	1787	128	1962
"MD"	2012	"Baltimore"	4	1	7	7	662	284	982	563	200	962	658	262	954
"MD"	2012	"Baltimore"	4	1	8	7	1116	786	2001	943	552	1957	1144	691	1920
"MD"	2012	"Baltimore"	4	1	9	7	992	388	1427	820	264	1397	995	321	1382
"MD"	2012	"Baltimore"	4	1	10	7	863	734	1675	772	518	1641	899	644	1620
"MD"	2012	"Baltimore"	4	1	11	7	704	835	1590	587	587	1555	764	712	1538
"MD"	2012	"Baltimore"	4	1	12	7	942	1010	2022	813	743	1995	990	897	1954
"MD"	2012	"Baltimore"	4	1	13	7	783	794	1652	681	542	1625	816	722	1603
"MD"	2012	"Baltimore"	4	1	14	7	572	841	1464	511	547	1438	615	743	1412
"MD"	2012	"Baltimore"	4	1	15	7	865	731	1658	735	466	1623	889	627	1599
"MD"	2012	"Baltimore"	4	1	16	7	501	577	1104	502	399	1075	529	456	1018
"MD"	2012	"Baltimore"	4	1	17	7	1774	143	1935	1486	118	1895	1719	137	1892
"MD"	2012	"Baltimore"	4	2	1	7	936	27	971	805	23	948	908	25	946
"MD"	2012	"Baltimore"	4	2	2	7	1505	41	1553	1303	31	1516	1457	30	1512
"MD"	2012	"Baltimore"	4	2	3	7	1218	99	1343	1064	70	1322	1206	83	1319
"MD"	2012	"Baltimore"	4	2	4	7	1528	47	1589	1343	39	1560	1479	38	1547
"MD"	2012	"Baltimore"	4	2	5	7	1083	31	1120	970	19	1106	1065	24	1098
"MD"	2012	"Baltimore"	4	2	6	7	1525	80	1625	1308	51	1589	1473	68	1564
"MD"	2012	"Baltimore"	4	2	7	2	1121	37	1166	955	27	1144	1043	48	1106
"MD"	2012	"Baltimore"	4	2	8	2	1331	101	1445	1168	62	1431	1274	100	1398
"MD"	2012	"Baltimore"	4	2	9	7	977	40	1025	808	23	992	948	34	994
"MD"	2012	"Baltimore"	4	2	10	2	1762	91	1872	1514	72	1847	1653	122	1807
"MD"	2012	"Baltimore"	4	2	11	7	1856	212	2093	1585	151	2048	1814	184	2039
"MD"	2012	"Baltimore"	4	2	12	2	1580	171	1778	1366	129	1752	1524	177	1736
"MD"	2012	"Baltimore"	4	2	13	2	1569	153	1740	1395	91	1713	1512	135	1674
"MD"	2012	"Baltimore"	4	2	14	2	1546	84	1648	1345	51	1616	1473	87	1592
"MD"	2012	"Baltimore"	4	2	15	2	1610	180	1817	1404	123	1795	1515	192	1761
"MD"	2012	"Baltimore"	4	2	16	2	675	62	748	591	46	742	639	81	731
"MD"	2012	"Baltimore"	4	2	17	2	1195	73	1278	1036	57	1256	1130	93	1244
"MD"	2012	"Baltimore"	4	2	18	7	689	96	798	608	61	790	695	80	789
"MD"	2012	"Baltimore"	4	2	19	7	329	352	722	295	242	701	353	296	692
"MD"	2012	"Baltimore"	4	2	20	2	308	81	404	273	47	396	304	70	386
"MD"	2012	"Baltimore"	4	2	21	7	277	371	666	260	239	657	296	309	639
"MD"	2012	"Baltimore"	4	2	22	7	18	4	22	16	3	22	18	4	22
"MD"	2012	"Baltimore"	4	2	23	7	231	65	299	244	26	295	247	33	286
"MD"	2012	"Baltimore"	4	2	24	2	1354	91	1459	1207	73	1430	1287	101	1410
"MD"	2012	"Baltimore"	4	2	25	2	318	142	460	327	66	455	343	89	436
"MD"	2012	"Baltimore"	4	2	26	2	957	322	1311	821	198	1292	939	280	1265
"MD"	2012	"Baltimore"	4	2	27	2	920	129	1065	799	102	1046	879	129	1030
"MD"	2012	"Baltimore"	4	2	28	2	125	3	129	107	2	126	117	3	122
"MD"	2012	"Baltimore"	4	2	29	2	1093	207	1321	940	140	1298	1045	193	1263
"MD"	2012	"Baltimore"	4	3	1	7	1536	125	1675	1325	103	1648	1506	104	1634
"MD"	2012	"Baltimore"	4	3	2	3	1099	255	1383	1052	119	1340	1127	138	1299
"MD"	2012	"Baltimore"	4	3	3	7	1162	112	1291	1011	70	1270	1151	83	1257
"MD"	2012	"Baltimore"	4	3	4	2	790	250	1081	676	147	1063	793	194	1030
"MD"	2012	"Baltimore"	4	3	5	3	1154	421	1615	1076	217	1593	1225	271	1542
"MD"	2012	"Baltimore"	4	3	6	3	885	845	1749	1130	313	1717	1223	425	1674
"MD"	2012	"Baltimore"	4	3	7	3	837	1351	2230	1321	670	2198	1381	727	2140
"MD"	2012	"Baltimore"	4	3	8	3	971	763	1775	1071	393	1741	1200	459	1692
"MD"	2012	"Baltimore"	4	3	9	3	1170	683	1916	1187	387	1875	1307	458	1838
"MD"	2012	"Baltimore"	4	3	10	3	1020	862	1916	1274	340	1894	1415	410	1857
"MD"	2012	"Baltimore"	4	3	11	3	1186	632	1854	1233	268	1822	1410	328	1778
"MD"	2012	"Baltimore"	4	3	12	3	987	334	1346	852	184	1314	1010	235	1277
"MD"	2012	"Baltimore"	4	3	13	3	632	634	1293	701	319	1273	794	409	1248
"MD"	2012	"Baltimore"	4	3	14	3	378	426	817	551	159	805	592	177	785
"MD"	2012	"Baltimore"	4	4	1	2	1673	600	2327	1418	363	2292	1637	536	2236
"MD"	2012	"Baltimore"	4	4	2	2	1385	528	1955	1231	314	1912	1398	422	1883
"MD"	2012	"Baltimore"	4	4	3	3	982	1008	2041	1139	471	2016	1313	585	1958
"MD"	2012	"Baltimore"	4	4	4	2	1455	1021	2539	1415	546	2493	1633	735	2455
"MD"	2012	"Baltimore"	4	4	5	2	907	623	1570	842	381	1538	978	487	1517
"MD"	2012	"Baltimore"	4	4	6	2	1019	591	1655	868	373	1619	1048	477	1580
"MD"	2012	"Baltimore"	4	4	7	7	1346	951	2361	1163	603	2313	1376	785	2251
"MD"	2012	"Baltimore"	4	4	8	2	1191	1044	2306	1067	666	2269	1305	837	2242
"MD"	2012	"Baltimore"	4	4	9	7	450	768	1259	401	494	1235	506	632	1196
"MD"	2012	"Baltimore"	4	4	10	2	647	328	1000	572	212	980	647	283	965
"MD"	2012	"Baltimore"	4	4	11	2	106	172	286	103	108	280	130	134	276
"MD"	2012	"Baltimore"	4	4	12	2	1030	508	1587	911	309	1559	1051	426	1539
"MD"	2012	"Baltimore"	4	4	13	2	163	224	389	169	110	377	204	160	370
"MD"	2012	"Baltimore"	4	4	14	3	1313	217	1550	1161	112	1523	1296	160	1490
"MD"	2012	"Baltimore"	4	5	1	7	725	1585	2382	632	1148	2336	775	1370	2247
"MD"	2012	"Baltimore"	4	6	1	1	369	874	1284	312	631	1265	285	869	1226
"MD"	2012	"Baltimore"	4	6	2	1	451	1039	1542	387	765	1514	350	1022	1472
"MD"	2012	"Baltimore"	4	7	1	1	580	1428	2065	506	897	2028	442	1410	1976
"MD"	2012	"Baltimore"	4	7	2	7	200	510	748	188	316	738	228	452	721
"MD"	2012	"Baltimore"	4	7	3	7	551	1078	1675	459	766	1648	548	977	1610
"MD"	2012	"Baltimore"	4	8	1	7	589	941	1583	535	619	1548	618	831	1506
"MD"	2012	"Baltimore"	4	8	2	2	353	795	1162	336	510	1131	455	639	1116
"MD"	2012	"Baltimore"	4	8	3	1	434	577	1062	369	359	1036	303	599	1019
"MD"	2012	"Baltimore"	4	8	4	2	652	1039	1748	554	707	1722	869	810	1717
"MD"	2012	"Baltimore"	4	8	5	2	1156	453	1661	978	310	1631	1151	387	1603
"MD"	2012	"Baltimore"	4	8	6	2	521	219	765	424	155	751	492	203	736
"MD"	2012	"Baltimore"	4	8	7	2	521	463	1012	439	306	985	577	381	982
"MD"	2012	"Baltimore"	4	8	8	2	444	742	1207	502	416	1194	596	560	1178
"MD"	2012	"Baltimore"	4	8	9	7	647	1047	1727	620	682	1699	687	902	1648
"MD"	2012	"Baltimore"	4	8	10	7	485	869	1387	439	587	1355	510	760	1313
"MD"	2012	"Baltimore"	4	8	11	2	730	574	1338	625	387	1310	773	472	1299
"MD"	2012	"Baltimore"	4	8	12	2	648	1053	1738	612	675	1704	811	832	1697
"MD"	2012	"Baltimore"	4	8	13	2	652	981	1674	551	670	1640	761	803	1629
"MD"	2012	"Baltimore"	4	8	14	2	596	801	1439	539	503	1420	667	685	1399
"MD"	2012	"Baltimore"	4	8	15	2	479	622	1137	403	417	1118	509	564	1112
